"","Word","AmbiguityType","Length","Meanings","Senses","fSense","famfRes","eDom_biggest","colN","nLet","nSyll","nMeanings","nSenses","OLD","Imageability","ZipfFreq_Subtlex","OLD20","nsyl","coltN","nMeanings_WMD","nSenses_WMD"
"80","crop","Polysemy",4,"One","Many",2,-0.282857142857142,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.5,1,7,1,12
"81","crown","Polysemy",5,"One","Many",2,0.538571428571429,NA,NA,NA,NA,NA,NA,NA,NA,4.53,1.5,1,8,1,21
"82","culture","Unambiguous",7,"One","Few",1,-0.0496530321530333,NA,NA,NA,NA,NA,NA,NA,NA,4.73,2.2,2,1,1,7
"83","curb","Unambiguous",4,"One","Few",1,0.164632682132681,NA,NA,NA,NA,NA,NA,NA,NA,3.26,1.6,1,5,1,4
"84","daily","Unambiguous",5,"One","Few",1,0.664632682132681,NA,NA,NA,NA,NA,NA,NA,NA,4.63,1.7,2,6,1,4
"85","damp","Unambiguous",4,"One","Few",1,0.236061253561252,NA,NA,NA,NA,NA,NA,NA,NA,4.34,1.35,1,10,1,8
"86","darn","Homonymy",4,"Many","Few",1,-1.32232702482703,87,21,4,1,2,7,1,179,3.33,1.45,1,10,2,7
"87","dash","Polysemy",4,"One","Many",2,-0.461428571428571,NA,NA,NA,NA,NA,NA,NA,NA,3.99,1.45,1,10,1,12
"88","decay","Unambiguous",5,"One","Few",1,-0.263938746438748,NA,NA,NA,NA,NA,NA,NA,NA,3.49,1.8,2,3,1,8
"89","deck","Unambiguous",4,"One","Few",1,0.414632682132681,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.55,1,8,1,6
"90","diet","Homonymy",4,"Many","Few",1,0.305979853479853,92,10,4,2,2,7,1.3,74,4.26,1.65,2,5,2,7
"91","dime","Unambiguous",4,"One","Few",1,0.807489824989824,NA,NA,NA,NA,NA,NA,NA,NA,3.18,1.25,1,12,1,1
"92","dip","Polysemy",3,"One","Many",2,0.181428571428571,NA,NA,NA,NA,NA,NA,NA,NA,4.22,1.15,1,15,1,15
"93","dish","Unambiguous",4,"One","Few",1,0.950346967846967,NA,NA,NA,NA,NA,NA,NA,NA,4.94,1.7,1,5,1,7
"94","dive","Polysemy",4,"One","Many",2,0.145714285714286,NA,NA,NA,NA,NA,NA,NA,NA,4.26,1.1,1,13,1,12
"95","dock","Hybrid",4,"Many","Many",2,0.369193121693121,78,16,4,1,4,13,1.05,128,3.95,1.3,1,12,4,13
"96","dome","Unambiguous",4,"One","Few",1,-1.04965303215303,NA,NA,NA,NA,NA,NA,NA,NA,3.73,1.15,1,14,1,7
"97","draft","Polysemy",5,"One","Many",2,-0.711428571428571,NA,NA,NA,NA,NA,NA,NA,NA,3.87,1.65,1,3,1,16
"98","drag","Polysemy",4,"One","Many",2,-0.175714285714285,NA,NA,NA,NA,NA,NA,NA,NA,4.16,1.5,1,8,1,12
"99","dress","Polysemy",5,"One","Many",2,1.18142857142857,NA,NA,NA,NA,NA,NA,NA,NA,4.85,1.65,1,5,1,11
"100","drift","Polysemy",5,"One","Many",2,-0.818571428571429,NA,NA,NA,NA,NA,NA,NA,NA,3.81,1.8,1,1,1,11
"101","drill","Hybrid",5,"Many","Many",2,-0.095092592592593,85,7,5,1,3,18,1.5,138,3.96,1.55,1,6,3,18
"102","drove","Homonymy",5,"Many","Few",1,0.127408424908424,83,6,5,1,2,5,1.5,10,4.2,1.55,1,5,2,5
"103","duck","Hybrid",4,"Many","Many",2,1.01205026455026,59,18,4,1,3,12,1,177,4.53,1.15,1,15,3,12
"104","dug","Homonymy",3,"Many","Few",1,0.0559798534798528,97,25,3,1,2,2,1,179,4.07,1.05,1,16,2,2
"105","dust","Polysemy",4,"One","Many",2,0.324285714285715,NA,NA,NA,NA,NA,NA,NA,NA,4.39,1.3,1,11,1,11
"106","earn","Unambiguous",4,"One","Few",1,0.236061253561252,NA,NA,NA,NA,NA,NA,NA,NA,4.36,1.45,1,7,1,4
"107","evil","Unambiguous",4,"One","Few",1,0.200346967846967,NA,NA,NA,NA,NA,NA,NA,NA,4.45,1.9,2,0,1,7
"108","fairy","Unambiguous",5,"One","Few",1,-0.0139387464387477,NA,NA,NA,NA,NA,NA,NA,NA,4.16,1.65,2,4,1,3
"109","farm","Unambiguous",4,"One","Few",1,0.807489824989824,NA,NA,NA,NA,NA,NA,NA,NA,4.81,1.5,1,7,1,5
"110","feather","Polysemy",7,"One","Many",2,0.538571428571429,NA,NA,NA,NA,NA,NA,NA,NA,3.88,1.7,2,3,1,12
"111","feed","Polysemy",4,"One","Many",2,0.824285714285715,NA,NA,NA,NA,NA,NA,NA,NA,4.69,1,1,15,1,11
"112","fell","Homonymy",4,"Many","Few",1,0.448836996336996,82,21,4,1,4,7,1,40,4.83,1.3,1,13,4,7
"113","file","Homonymy",4,"Many","Few",1,0.520265567765567,64,23,4,1,2,9,1,49,4.08,1.1,1,14,2,9
"114","fill","Unambiguous",4,"One","Few",1,0.378918396418396,NA,NA,NA,NA,NA,NA,NA,NA,4.64,1,1,16,1,9
"115","fish","Unambiguous",4,"One","Few",1,1.34320411070411,NA,NA,NA,NA,NA,NA,NA,NA,5.19,1.75,1,4,1,7
"116","fit","Hybrid",3,"Many","Many",2,0.72633597883598,69,27,3,1,2,11,1,179,4.97,1,1,16,2,11
"117","fix","Polysemy",3,"One","Many",2,0.36,NA,NA,NA,NA,NA,NA,NA,NA,4.57,1.5,1,10,1,13
"118","flag","Homonymy",4,"Many","Few",1,0.948836996336996,83,14,4,1,4,8,1.1,164,4.42,1.4,1,9,4,8
"119","flash","Polysemy",5,"One","Many",2,0.181428571428571,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.6,1,6,1,16
"120","flat","Hybrid",4,"Many","Many",2,0.654907407407407,77,17,4,1,2,17,1,179,4.99,1.25,1,11,2,17
"121","fleet","Homonymy",5,"Many","Few",1,-1.44402014652015,79,4,5,1,2,8,1.65,90,4.05,1.75,1,2,2,8
"122","flip","Hybrid",4,"Many","Many",2,0.690621693121693,81,7,4,1,3,12,1.5,179,4.03,1.6,1,6,3,12
"123","float","Polysemy",5,"One","Many",2,0.145714285714286,NA,NA,NA,NA,NA,NA,NA,NA,3.96,1.7,1,3,1,14
"124","flush","Hybrid",5,"Many","Many",2,-0.0236640211640209,59,5,5,1,4,20,1.65,103,3.74,1.7,1,5,4,20
"125","fly","Hybrid",3,"Many","Many",2,1.26205026455026,59,11,3,1,2,15,1.25,148,4.9,1.65,1,6,2,15
