Word,cosMean,SemD,WordCount,nContexts
nh,0.169175036,2.563411401,92,66
nhs,0.299795682,1.737948492,2335,981
ni,0.201419197,2.311726906,636,269
niall,0.392509486,1.349200574,310,116
nibble,0.269708598,1.890526582,68,65
nibbled,0.373055083,1.422539429,89,86
nibbling,0.339711045,1.557619971,99,97
nic,0.227687507,2.134872961,85,72
nicaragua,0.291854789,1.776677352,424,236
nicaraguan,0.3055888,1.710336425,156,86
nice,0.35489965,1.494516942,6402,4897
nicely,0.28194205,1.826529433,709,680
nicer,0.346184008,1.530389014,223,204
nicest,0.342930897,1.544010201,138,126
niceties,0.266390788,1.908383901,119,116
niche,0.209490962,2.255040091,410,362
niches,0.242676088,2.042896137,138,126
nichol,0.248745948,2.007255071,110,53
nicholas,0.247802597,2.01273679,2120,1226
nicholass,0.356419452,1.488352018,89,55
nicholls,0.217032143,2.204019368,166,117
nichols,0.254966489,1.971620456,181,109
nicholson,0.270423023,1.886710112,962,434
nicholsons,0.389935938,1.358690969,120,72
nick,0.305020563,1.713021587,2553,1571
nicked,0.381660533,1.389638087,182,159
nickel,0.19982243,2.323209561,208,160
nicking,0.319533734,1.645959848,50,48
nicklaus,0.627566995,0.672158615,121,70
nickname,0.311486209,1.682759804,304,276
nicknamed,0.297088119,1.751037185,212,208
nicknames,0.323106062,1.629920279,85,67
nicks,0.386251164,1.372388814,129,105
nicky,0.343232831,1.542740539,514,257
nico,0.352383351,1.504782332,77,46
nicol,0.369206082,1.437501777,173,109
nicola,0.296321124,1.754766618,489,209
nicolae,0.365323468,1.452753661,129,78
nicolas,0.227911949,2.133451528,243,163
nicole,0.321188155,1.638509407,129,61
nicolo,0.689539044,0.536295851,363,64
nicolson,0.259290096,1.947360993,70,57
nicosia,0.345954563,1.531345525,115,80
nicotine,0.292897204,1.771533675,185,101
nie,0.355280671,1.492968894,101,45
niece,0.40419108,1.306890611,406,328
nieces,0.371248806,1.42954171,92,87
nielsen,0.219983336,2.184533855,77,67
nietzsche,0.436234556,1.196824037,209,88
nifty,0.302244679,1.726211152,53,53
nigel,0.302356261,1.725678641,2841,1578
nigels,0.457522957,1.128083959,138,101
niger,0.256480066,1.963081392,125,84
nigeria,0.228101755,2.132250549,644,386
nigerian,0.253953564,1.977363374,255,162
nigerias,0.282693902,1.82268733,58,43
nigger,0.38807961,1.365575462,156,83
niggling,0.307518343,1.701255626,99,96
nigh,0.257655879,1.956482583,136,136
night,0.300911284,1.732589889,29691,17055
nightcap,0.433537229,1.205772209,50,49
nightclub,0.329231001,1.602827905,310,254
nightclubs,0.315496856,1.664302466,105,96
nightdress,0.577611455,0.791828741,163,139
nightfall,0.32951103,1.601601336,143,139
nightgown,0.625071789,0.677906204,67,58
nightie,0.525723563,0.927623697,64,59
nightingale,0.287268923,1.799526164,180,128
nightlife,0.509105177,0.973964358,133,88
nightly,0.299402778,1.739840487,213,200
nightmare,0.295490772,1.758815019,1290,1119
nightmares,0.328883256,1.604352534,287,256
nightmarish,0.309929713,1.689987021,61,60
nights,0.30780256,1.699922863,3210,2647
nike,0.302087632,1.726960977,63,45
niki,0.589576553,0.762248943,298,46
nikkei,0.385464168,1.375331339,97,63
nikki,0.267449203,1.902663189,71,56
nikolai,0.320820206,1.640163088,186,139
nil,0.200870157,2.315664857,359,304
nile,0.291039358,1.78071383,310,193
nilly,0.248975719,2.005923043,62,62
nilsson,0.279834958,1.837351895,92,49
nimble,0.283447918,1.818844424,120,117
nimbly,0.409935171,1.28653232,51,51
nimbus,0.226641857,2.14151377,85,49
nina,0.321656837,1.636405741,485,181
nine,0.212506269,2.234422691,8742,7071
nineteen,0.27681564,1.853002637,974,860
nineteenth,0.240163082,2.0579137,4264,2906
nineties,0.290277161,1.78449703,376,347
ninety,0.249230025,2.004450215,1051,906
nintendo,0.339742983,1.557484339,136,83
ninth,0.238992685,2.064961636,879,736
nio,0.321968666,1.635007802,68,43
nip,0.302809934,1.723515562,216,183
nipped,0.345194004,1.534520691,122,117
nipping,0.269030555,1.894158058,56,56
nipple,0.4588633,1.123863672,131,113
nipples,0.527185047,0.923618645,220,180
nippon,0.275776418,1.858428998,127,79
niro,0.501926832,0.994451022,94,56
nirvana,0.445567651,1.166283601,184,113
nissan,0.296475471,1.754015345,266,155
nit,0.286384245,1.803975966,54,41
nitrate,0.288381275,1.793950606,433,167
nitrates,0.28436325,1.814193065,195,124
nitric,0.246402971,2.020908441,102,59
nitrite,0.549446349,0.863949481,85,61
nitrogen,0.242052177,2.046610024,850,467
nitrous,0.308709785,1.695676881,67,53
nixdorf,0.701596073,0.511287423,219,123
nixon,0.276487759,1.854712483,346,212
nizan,0.846714405,0.240052662,430,42
nizans,0.854597652,0.226682742,320,41
nl,0.169576323,2.559993345,88,47
nm,0.183632824,2.445104134,295,153
nme,0.645154911,0.63228248,616,226
nmr,0.312002192,1.680371932,128,51
nn,0.223525414,2.161489228,162,94
no,0.200686035,2.316987863,169758,65025
noah,0.295566668,1.758444512,187,87
noahs,0.310122911,1.689087983,94,66
nobel,0.240123049,2.058154202,339,237
nobility,0.322574404,1.632296127,703,430
noble,0.262391957,1.930204595,1340,1053
nobleman,0.329469078,1.601785027,105,93
noblemen,0.338521384,1.562681124,102,84
nobles,0.358320934,1.480675765,428,304
noblest,0.26871206,1.895867025,55,53
nobly,0.362513959,1.463891547,66,66
nobody,0.323428124,1.62848296,3996,3394
nobodys,0.415454846,1.267236409,208,201
nocturnal,0.252898239,1.983371106,218,190
nod,0.383220476,1.383753445,677,638
nodded,0.499146602,1.002464489,4479,3301
nodding,0.437980276,1.191062192,472,448
node,0.214381698,2.221746349,799,257
nodes,0.198926995,2.329689026,548,238
nods,0.416920782,1.26215481,192,168
nodules,0.241858274,2.0477662,114,65
noel,0.292263527,1.774658295,440,327
noir,0.272827577,1.87393862,149,110
noise,0.285228627,1.809809309,3977,2931
noises,0.31915805,1.647657057,809,714
noisily,0.353212287,1.501392564,234,227
noisy,0.268511567,1.896943856,862,800
nolan,0.250155314,1.999103993,255,148
nomadic,0.214952406,2.217910839,273,185
nomads,0.247108467,2.016783652,127,94
nome,0.757710133,0.400282054,153,61
nomenclature,0.20372486,2.295306059,156,103
nomes,0.82100504,0.284537016,326,65
nominal,0.164921023,2.600152778,820,607
nominally,0.21306655,2.23062398,232,219
nominate,0.178883161,2.482910506,231,211
nominated,0.192662443,2.37585273,796,644
nominating,0.204166664,2.292180771,59,51
nomination,0.256623477,1.962274934,529,356
nominations,0.235506358,2.086162084,242,175
nominee,0.206858558,2.273283449,188,161
nominees,0.192200616,2.379315132,128,109
nomura,0.319423627,1.646457067,68,47
non,0.152543508,2.712707308,21016,13278
nonchalant,0.368825006,1.438991623,57,56
nonchalantly,0.363136343,1.461416772,88,88
nonconformist,0.4166933,1.262942192,269,162
nonconformists,0.476160876,1.070479008,166,94
nonconformity,0.429790917,1.218293102,121,74
nondescript,0.338089072,1.564524712,74,73
none,0.22106214,2.177476131,8124,7271
nonetheless,0.185557826,2.430059246,1219,1138
nonplussed,0.430718087,1.215184187,62,62
nonsense,0.284509676,1.813450377,1506,1371
nonsensical,0.208698708,2.260506423,81,78
noodles,0.288798384,1.791865428,64,48
nook,0.264737998,1.917362815,69,64
noon,0.277833056,1.847709836,703,620
noose,0.359834885,1.474593036,78,60
nor,0.211302068,2.242621208,11391,9570
nora,0.423204462,1.240573256,414,122
norbert,0.246001521,2.023260859,60,50
nord,0.223087371,2.164319248,88,61
nordic,0.215668349,2.213113629,196,139
norfolk,0.239243107,2.063450734,1268,890
noriega,0.427613792,1.225619711,326,96
norm,0.194328066,2.363433817,930,761
norma,0.308653788,1.695938599,154,115
normal,0.172480362,2.535495983,11119,7763
normalisation,0.167508236,2.577696065,114,54
normalised,0.167375655,2.578838395,65,46
normality,0.220489369,2.181218995,320,252
normalization,0.263862369,1.922142481,126,87
normalized,0.193292546,2.37114209,68,49
normally,0.16963887,2.559461314,6812,5672
norman,0.259508235,1.946147777,2742,1911
normandy,0.337976719,1.565004223,516,328
normans,0.320623891,1.641046163,197,150
normative,0.281589179,1.828336199,320,228
norms,0.251686143,1.990302306,848,527
norris,0.249429493,2.003296035,268,171
norse,0.342721398,1.544891826,127,109
north,0.205888504,2.280064815,22879,12921
northallerton,0.461180926,1.116595248,360,223
northampton,0.280928474,1.831725236,889,527
northamptonshire,0.251533405,1.991178083,496,363
northants,0.317274768,1.656195303,158,127
northbound,0.322703742,1.631717787,68,55
northeast,0.234702845,2.091092765,215,194
northerly,0.274442671,1.865423283,136,120
northern,0.200961323,2.315010225,10203,6088
northerners,0.236173566,2.082080594,66,55
northgate,0.41385779,1.272792982,83,67
norths,0.269584516,1.891190461,199,140
northumberland,0.250374169,1.997842369,688,518
northumbria,0.328060761,1.607965048,228,154
northumbrian,0.305674784,1.709930549,201,118
northward,0.281647216,1.828038882,136,125
northwards,0.252909697,1.98330574,249,225
northwest,0.195519724,2.354613938,223,187
northwestern,0.196613955,2.34656237,52,46
northwich,0.330982037,1.595175172,101,73
norton,0.229367669,2.124266047,562,350
norway,0.198539021,2.332505514,1304,898
norways,0.236350304,2.081001377,128,94
norwegian,0.206787784,2.273777136,661,461
norwegians,0.271127252,1.882957966,108,79
norwich,0.254849869,1.972280484,1311,808
norwood,0.214089715,2.223712603,89,71
nos,0.207998584,2.265354386,439,257
nose,0.336585278,1.570956018,3753,3001
nosed,0.320447632,1.641839484,245,233
noses,0.316872351,1.658026312,384,363
nosey,0.419047018,1.254815968,75,59
nostalgia,0.288625443,1.792729615,464,413
nostalgic,0.287851735,1.796602184,259,247
nostril,0.319751738,1.644975894,76,66
nostrils,0.38027426,1.394887805,411,373
not,0.19275912,2.375128974,373774,79195
notable,0.198188115,2.335057646,1535,1438
notables,0.233723458,2.097125553,97,90
notably,0.187306091,2.416530283,2299,2141
notation,0.252793081,1.98397112,478,235
notations,0.224107135,2.157739512,51,40
notch,0.250102245,1.999410088,163,146
notched,0.302355531,1.725682124,147,144
notches,0.278316489,1.84520171,55,49
note,0.189249238,2.401640601,9660,7328
notebook,0.285825912,1.806791381,698,519
notebooks,0.273567878,1.870029253,284,219
noted,0.161359211,2.631652163,5843,4964
notepad,0.315212881,1.665601606,84,69
notepaper,0.299435476,1.739682939,81,74
notes,0.202367386,2.304951295,5748,3863
noteworthy,0.172394622,2.53621333,258,252
nothin,0.452899419,1.142737405,88,76
nothing,0.287577245,1.797978571,27297,19463
nothingness,0.367567665,1.443918236,92,88
nothings,0.418626673,1.256263857,174,167
notice,0.215432696,2.214690872,7854,5406
noticeable,0.181541225,2.4616309,793,748
noticeably,0.178170573,2.488669017,315,304
noticeboard,0.265919324,1.910939473,61,52
noticed,0.342231669,1.546954825,4324,3820
notices,0.208777734,2.25996024,643,547
noticing,0.380578902,1.393732509,435,422
notification,0.177404828,2.494882826,353,251
notified,0.174324771,2.520150506,503,438
notify,0.181750789,2.459966469,313,268
notifying,0.14959067,2.740907901,57,57
noting,0.175282742,2.512244138,937,902
notion,0.218401682,2.194944131,3409,2800
notional,0.17485248,2.515789835,231,185
notions,0.234758376,2.09075146,884,789
notoriety,0.287846888,1.796626481,138,135
notorious,0.240393746,2.056528729,862,837
notoriously,0.20487505,2.287183792,471,469
notre,0.305416914,1.711148134,75,60
nots,0.255212022,1.970231805,90,78
notting,0.32262336,1.632077191,106,98
nottingham,0.266819732,1.906062736,1516,1070
nottinghamshire,0.226890695,2.13993065,430,276
notts,0.370739224,1.431523335,265,205
notwithstanding,0.170431309,2.552737707,679,644
nought,0.24952774,2.002727888,88,85
noun,0.424533088,1.236051093,598,263
nouns,0.388045057,1.365703916,279,164
nourish,0.255562105,1.968254169,91,84
nourished,0.242467686,2.044135603,135,123
nourishing,0.269635656,1.890916807,114,110
nourishment,0.239777646,2.060230929,140,136
nous,0.288237048,1.794672315,53,43
nouveau,0.304025624,1.717735171,210,138
nouvelle,0.281624175,1.828156915,73,61
nov,0.304927547,1.713461604,3504,933
nova,0.209651802,2.253932867,246,192
novel,0.268684106,1.896017112,3867,2236
novelist,0.357001328,1.485998655,580,469
novelists,0.417299709,1.260844182,286,208
novell,0.715032663,0.483918948,693,289
novells,0.721156794,0.47161513,80,60
novels,0.370643667,1.431895234,1282,837
novelties,0.266365056,1.908523265,61,57
novelty,0.249311369,2.00397942,480,451
november,0.193419048,2.370198213,8872,6262
novice,0.242612403,2.043274789,415,340
novices,0.303560681,1.719943157,248,175
novo,0.153227771,2.706250298,56,48
now,0.217652578,2.199900986,106442,50814
nowadays,0.244229213,2.033692321,1276,1220
nowhere,0.278876879,1.842299766,1951,1840
nows,0.305088381,1.712700857,59,58
nowt,0.412133185,1.278817461,87,70
noxious,0.204670808,2.288622751,167,141
nozzle,0.256367347,1.963715573,179,104
np,0.163625681,2.611528899,152,82
npc,0.272006087,1.878289159,92,46
nr,0.230410927,2.117718955,120,93
nra,0.342600793,1.545399606,322,127
ns,0.144931071,2.786561173,302,159
nsaids,0.421029391,1.248007147,186,42
nsc,0.333875081,1.582619672,65,44
nsf,0.275070859,1.862124785,209,51
nspcc,0.279739018,1.837846599,109,70
nt,0.511874819,0.966137059,1450,488
nts,0.369673469,1.435676589,85,60
nu,0.213278456,2.229189854,228,105
nuance,0.294339318,1.764447825,91,83
nuances,0.275967828,1.857428003,132,123
nub,0.236402237,2.080684407,71,70
nuclear,0.219818043,2.185618287,8124,2504
nuclei,0.245442934,2.026540462,289,143
nucleic,0.354344279,1.49677634,146,79
nucleotide,0.414153367,1.271762976,194,101
nucleotides,0.42232665,1.243568808,151,76
nucleus,0.179598282,2.477154543,600,352
nude,0.319502106,1.646102654,406,285
nudes,0.398337929,1.327935237,91,69
nudge,0.256760767,1.961503318,138,127
nudged,0.356754855,1.48699503,200,194
nudging,0.286437287,1.803708787,91,91
nudity,0.33710286,1.568739226,68,60
nuffield,0.236053004,2.082817255,137,105
nuisance,0.239513853,2.061818994,881,541
nuisances,0.260446311,1.940942094,63,54
null,0.153133409,2.70713903,262,178
nullified,0.188287261,2.408992698,53,53
nullify,0.194350326,2.363268567,51,51
nullity,0.362526509,1.463841602,69,48
num,0.246391185,2.02097745,159,89
numb,0.414393972,1.270925077,244,231
numbed,0.368070265,1.441946891,86,83
number,0.169225187,2.562983781,42508,26132
numbered,0.191391929,2.385398103,689,606
numbering,0.160480822,2.639527191,224,200
numbers,0.172709053,2.533584389,9874,7020
numbing,0.307269258,1.702424661,96,96
numbness,0.32635863,1.615469905,88,77
numeracy,0.271921363,1.878738595,99,85
numerals,0.229935042,2.120701747,63,54
numeric,0.26346096,1.9243389,232,122
numerical,0.191970063,2.381046752,652,487
numerically,0.179340346,2.479228007,179,151
numerous,0.184447545,2.438717505,3070,2797
nun,0.343260172,1.542625622,321,222
nunn,0.276098292,1.856746133,75,59
nunnery,0.305501693,1.710747722,65,54
nuns,0.306955469,1.70389872,584,361
nupe,0.320799002,1.640258439,96,77
nuremberg,0.258120122,1.953885483,130,100
nurse,0.302366196,1.725631236,2887,1551
nursed,0.338625469,1.562237607,206,201
nurseries,0.235882712,2.08385841,284,213
nursery,0.250258918,1.998506616,1495,933
nurses,0.269072869,1.893931166,2297,1159
nursing,0.250170505,1.999016386,2703,1348
nurture,0.23009982,2.119668243,161,147
nurtured,0.240773043,2.054254217,216,213
nurturing,0.244233917,2.03366453,140,136
nut,0.239231746,2.063519246,638,455
nutmeg,0.365274573,1.452946765,127,74
nutrient,0.259173155,1.948011803,202,140
nutrients,0.259288538,1.947369663,501,314
nutrition,0.206610703,2.275013106,483,348
nutritional,0.226021249,2.145469681,417,282
nutritious,0.276035031,1.857076726,151,123
nuts,0.235710418,2.084912567,780,579
nutshell,0.242996121,2.040994812,67,64
nutter,0.398777857,1.326342791,60,52
nutty,0.351792351,1.507203982,471,124
nv,0.453487069,1.140866682,122,105
nvq,0.442266577,1.177011877,124,44
nvqs,0.456895793,1.130062935,146,49
nw,0.230984347,2.114133004,211,181
ny,0.204248666,2.291601442,142,114
nylon,0.255960104,1.966009139,698,450
nymph,0.32093345,1.639653929,92,70
nymphs,0.28769965,1.797364631,73,59
nz,0.26954004,1.891428495,198,89
oa,0.192090413,2.380142574,68,43
oak,0.274780681,1.863647518,1513,1106
oakley,0.224073665,2.157954991,140,99
oaks,0.302253256,1.726170212,308,226
oar,0.354156512,1.497541025,66,60
oars,0.377074577,1.407078209,105,82
oas,0.505354969,0.984630979,161,85
oases,0.28284617,1.821910458,64,52
oasis,0.27193708,1.878655212,234,199
oates,0.277559101,1.849133094,90,49
oath,0.26879638,1.895414385,509,394
oaths,0.305468576,1.710904117,159,132
oatmeal,0.290495218,1.783413678,75,65
oats,0.230747727,2.115611661,249,170
oau,0.521759457,0.938543251,158,89
ob,0.177071809,2.497593548,100,63
oban,0.343513141,1.541562806,115,78
obe,0.273500475,1.870384757,152,111
obedience,0.2630042,1.926842256,605,453
obedient,0.26702838,1.904935014,183,171
obediently,0.461081776,1.116905451,159,156
obelisk,0.283477426,1.818694239,51,40
obese,0.224975563,2.152159793,157,83
obesity,0.257423426,1.957784749,215,116
obey,0.242463814,2.044158646,668,565
obeyed,0.299882487,1.737530822,365,341
obeying,0.265217134,1.914754113,143,129
obiter,0.348542497,1.520593523,78,65
obituaries,0.323975015,1.62604554,76,75
obituary,0.347799514,1.523672177,317,255
object,0.202146884,2.306524129,6409,3830
objected,0.211995242,2.237896211,647,620
objectification,0.423419483,1.23984044,85,40
objecting,0.19995483,2.322253965,106,103
objection,0.210136385,2.250602113,1064,853
objectionable,0.219445721,2.188063953,167,159
objections,0.184154563,2.441010947,1114,946
objective,0.181298505,2.463561069,4260,3109
objectively,0.213496326,2.227716854,306,276
objectives,0.205494678,2.282827061,3954,2441
objectivity,0.234103126,2.094783894,446,295
objector,0.247008251,2.017368864,80,55
objectors,0.235503644,2.086178712,169,127
objects,0.220397882,2.181817738,4377,2615
objets,0.29914789,1.741069207,52,52
obligation,0.185543289,2.430172273,2086,1454
obligations,0.184050576,2.441825829,1815,1231
obligatory,0.191376086,2.385517528,325,279
oblige,0.210941928,2.24508221,273,256
obliged,0.201980436,2.307712532,1847,1692
obliges,0.189381654,2.400631513,76,75
obliging,0.228525485,2.12957303,137,132
obligingly,0.315222509,1.665557539,85,85
oblique,0.241213741,2.051616,207,182
obliquely,0.257611444,1.956731411,131,129
obliterate,0.24291974,2.041448364,77,77
obliterated,0.267272412,1.903617163,142,140
oblivion,0.273913936,1.868205424,236,229
oblivious,0.345309568,1.534037786,315,308
oblong,0.296928346,1.751813271,107,99
obnoxious,0.24126433,2.051313461,128,115
oboe,0.459624386,1.121472752,130,71
obrien,0.259320245,1.947193256,452,275
obscene,0.289300179,1.789360881,449,344
obscenities,0.418909723,1.255288725,63,61
obscenity,0.315656953,1.663570565,207,120
obscure,0.224132756,2.157574587,1110,1053
obscured,0.203982255,2.293484439,424,410
obscurely,0.410918774,1.283074848,58,56
obscures,0.211140296,2.243726153,102,101
obscuring,0.203658863,2.295773493,111,106
obscurity,0.286658914,1.802592951,224,214
observable,0.25077558,1.995531225,313,263
observance,0.200044126,2.32160983,222,207
observant,0.308092643,1.698563862,125,123
observation,0.191240896,2.386537027,2690,1994
observational,0.253166225,1.981843149,190,143
observations,0.184898007,2.435198422,1989,1548
observatory,0.266108924,1.909911202,209,141
observe,0.191774141,2.382519896,1541,1372
observed,0.163826223,2.609761792,4866,3876
observer,0.204481671,2.289956562,1486,1182
observers,0.187975604,2.411382659,1452,1247
observes,0.225529565,2.148611523,399,372
observing,0.215903569,2.211541,771,721
obsessed,0.308669952,1.695863048,587,558
obsession,0.280075518,1.836112217,616,574
obsessional,0.294833154,1.76202933,76,63
obsessions,0.338788507,1.56154316,111,106
obsessive,0.300188288,1.736060404,297,280
obsessively,0.356261514,1.488991455,83,80
obsolescence,0.248936502,2.006150305,76,67
obsolete,0.194475898,2.362336729,327,308
obstacle,0.187778379,2.412897136,611,569
obstacles,0.194416377,2.362778345,707,625
obstetric,0.279936857,1.836826649,86,55
obstetrics,0.252143257,1.987684452,57,48
obstinacy,0.324322429,1.624499298,76,74
obstinate,0.298600801,1.743710057,132,130
obstinately,0.356937079,1.486258319,82,82
obstruct,0.187176872,2.417525912,124,116
obstructed,0.165045499,2.599064302,117,109
obstructing,0.214676577,2.219763308,135,111
obstruction,0.180061559,2.473437879,488,319
obstructions,0.263320145,1.925110199,71,63
obstructive,0.188162968,2.40994537,150,124
obtain,0.158482704,2.657602695,4315,3585
obtainable,0.170421034,2.552824686,237,220
obtained,0.145734988,2.778580811,6029,4585
obtaining,0.166437394,2.586948491,1591,1354
obtains,0.159252094,2.65061575,245,208
obtrusive,0.251640135,1.990566055,77,74
obtuse,0.277022994,1.851922364,76,65
obverse,0.241586695,2.049387093,61,57
obviate,0.171722658,2.541847684,99,99
obvious,0.200063743,2.32146836,7672,6824
obviously,0.223737005,2.160124206,7446,6672
occasion,0.239969882,2.059074744,4768,4242
occasional,0.222645426,2.16718012,2440,2247
occasionally,0.223160593,2.163845806,3548,3274
occasioned,0.200215466,2.320374674,197,189
occasions,0.214412184,2.221541208,3480,3146
occlusion,0.31139666,1.683174625,81,51
occult,0.303083513,1.722212718,220,134
occupancy,0.199207351,2.327657206,260,189
occupant,0.259983782,1.943506463,209,188
occupants,0.239138656,2.064080737,490,439
occupation,0.188483888,2.407486888,2197,1637
occupational,0.197593731,2.339390921,1681,987
occupations,0.220668834,2.18004521,915,641
occupied,0.198599653,2.332064993,3178,2686
occupier,0.239763081,2.060318569,366,160
occupiers,0.211577909,2.240739094,317,222
occupies,0.166638147,2.585209389,384,355
occupy,0.177674679,2.49269,976,906
occupying,0.174526313,2.518483529,508,477
occur,0.167545297,2.577376904,5280,4126
occurred,0.172114515,2.538559328,5084,4222
occurrence,0.16600908,2.590665938,1069,893
occurrences,0.20159336,2.310479974,275,219
occurring,0.164055809,2.607741416,1234,1105
occurs,0.163678565,2.611062696,3158,2637
ocean,0.241417309,2.050398977,1921,1240
oceanic,0.295813792,1.757238777,393,178
oceans,0.254655685,1.973380167,471,354
och,0.417744586,1.259306965,71,57
ochre,0.337695457,1.566205324,122,103
oclock,0.374090208,1.418541892,2396,1967
oconnell,0.276578009,1.854241644,90,68
oconnor,0.281503417,1.828775662,372,273
oct,0.28362258,1.8179557,4211,1036
octagon,0.250315271,1.998181786,63,48
octagonal,0.326028444,1.616930258,154,118
octave,0.404028988,1.307469289,235,130
octaves,0.463915183,1.10806703,83,57
october,0.187853396,2.412320895,10111,6788
octopus,0.250680504,1.996078296,160,107
od,0.157780307,2.664010942,89,56
oda,0.238372584,2.068709781,86,48
odd,0.293585333,1.768148197,3873,3349
odder,0.275429434,1.86024535,50,49
oddest,0.270582759,1.885858178,54,53
oddities,0.272260144,1.876942291,67,65
oddity,0.287037733,1.800687695,143,119
oddly,0.337721948,1.566092155,675,654
odds,0.244480389,2.032209353,1394,1202
ode,0.344202936,1.538668693,101,78
odell,0.391034403,1.354632556,91,49
odeon,0.376532527,1.409153597,111,75
odious,0.309405009,1.692431542,83,79
odonnell,0.268812939,1.895325514,130,91
odour,0.268210323,1.898563329,661,319
odours,0.248137978,2.010785533,246,114
odyssey,0.308409827,1.697079358,120,97
oecd,0.272903439,1.873537521,431,275
oed,0.356189562,1.489282857,285,58
oedema,0.263024327,1.926731855,113,73
oedipal,0.392522782,1.349151704,72,46
oedipus,0.283498693,1.818586009,150,80
oem,0.694749237,0.52543575,300,211
oems,0.795601338,0.329882393,96,76
oer,0.376459393,1.409433839,66,54
oesophageal,0.422947995,1.241447811,958,135
oesophagitis,0.51610057,0.954275872,269,61
oesophagus,0.357818886,1.48269856,484,119
oestrogen,0.305243363,1.711968167,106,52
oeuvre,0.377734655,1.404554947,72,69
of,0.192017741,2.380688486,2806035,84551
off,0.239197594,2.063725214,60623,34620
offal,0.256309998,1.964038342,65,53
offence,0.239583474,2.0613997,3519,1763
offences,0.250967867,1.994425438,2196,1269
offend,0.247841416,2.012510805,287,266
offended,0.291097591,1.780425197,457,432
offender,0.277316836,1.850392887,500,300
offenders,0.247477021,2.014633523,1183,700
offending,0.200956837,2.315042432,508,436
offends,0.214897004,2.218282724,58,58
offensive,0.216109361,2.210166532,1432,1066
offer,0.190149278,2.394795637,14547,10314
offered,0.199898704,2.322658976,9657,8145
offering,0.186655163,2.421552681,4730,4070
offerings,0.228154477,2.131917129,469,387
offeror,0.579804414,0.786361777,299,50
offers,0.188214426,2.409550885,5556,4421
offhand,0.424873376,1.234895152,70,69
offiah,0.710200013,0.493702709,68,40
office,0.217908443,2.198206002,22737,13649
officer,0.231942971,2.108157967,7724,5097
officers,0.228658365,2.128734398,7940,4796
offices,0.208269443,2.263476913,4106,3137
official,0.201566328,2.310673439,9258,6780
officialdom,0.255107723,1.970821522,98,92
officially,0.199001853,2.329146234,1676,1573
officials,0.213868819,2.225201937,5900,4254
officio,0.214641981,2.219995823,86,71
offing,0.232600501,2.104073893,66,66
offline,0.498819756,1.003409491,564,72
offs,0.226512593,2.142336835,633,531
offset,0.17866844,2.484643276,1063,883
offsets,0.175064479,2.514041705,55,50
offsetting,0.201200279,2.313295788,65,62
offshoot,0.214154602,2.223275414,104,103
offshore,0.220501533,2.181139406,977,567
offside,0.463655582,1.108874572,211,162
offspring,0.226920477,2.139741294,783,617
offstage,0.43017832,1.216993276,54,47
oft,0.206777041,2.273852086,235,186
often,0.189890228,2.396762429,34526,22712
ogden,0.226739686,2.140891166,58,50
ogilvy,0.280873959,1.832005221,61,50
oh,0.453123037,1.142025255,14294,8420
ohara,0.294825881,1.762064919,192,90
ohio,0.211495771,2.241299281,244,206
oi,0.353570231,1.499931283,145,82
oil,0.194050234,2.365497926,10063,4578
oiled,0.290894264,1.781433248,178,166
oilfield,0.32301383,1.630332159,65,55
oilfields,0.283695049,1.817587123,52,42
oils,0.230818414,2.115169771,777,426
oily,0.278777523,1.842813847,267,235
ointment,0.270862317,1.8843684,92,84
ois,0.252741958,1.984262907,244,219
ok,0.391728224,1.352075018,2394,1795
okay,0.416703829,1.262905738,872,717
oklahoma,0.237790884,2.072234687,87,79
ol,0.248925533,2.006213874,140,117
olazabal,0.641755108,0.639905221,101,55
old,0.256340235,1.963868156,56559,30336
older,0.226293776,2.143731191,7877,5235
oldest,0.227332506,2.137124105,1364,1212
oldfield,0.322558652,1.632366579,181,107
oldham,0.358062314,1.481717413,547,320
oldies,0.317577289,1.654820352,68,59
olds,0.230992694,2.114080876,1279,925
ole,0.229636158,2.122578269,180,122
oleary,0.322031772,1.634725063,133,87
oleg,0.277565909,1.849097711,57,48
olfactory,0.295006328,1.761182196,78,40
olga,0.318893055,1.648855419,131,90
oligarchy,0.326245017,1.615972228,94,78
oligonucleotide,0.544514092,0.87695871,245,81
oligonucleotides,0.510003548,0.971420813,137,55
olive,0.246289377,2.021573691,917,626
oliver,0.282404214,1.824166478,1949,840
olivers,0.459403917,1.122164938,146,103
olives,0.29361018,1.768026107,236,149
olivetti,0.454456005,1.137787458,301,147
olivia,0.384707291,1.378166922,113,75
olivier,0.34326909,1.542588142,141,106
ollie,0.451385106,1.147569279,152,74
olsen,0.218313523,2.195526597,101,64
olson,0.363006059,1.461934466,97,40
olympia,0.255076372,1.970998829,277,191
olympian,0.291559304,1.778138735,62,52
olympic,0.382181249,1.387671099,1286,768
olympics,0.37864739,1.40107311,456,339
olympus,0.184834077,2.435697332,146,102
om,0.18984705,2.397090516,65,51
omagh,0.382870005,1.385073456,98,59
omalley,0.283948544,1.816298579,179,61
oman,0.246154672,2.022362971,175,119
omar,0.255816004,1.966821573,204,145
ombudsman,0.241607745,2.049261392,259,155
ome,0.455996675,1.13290479,84,63
omega,0.225241993,2.150452275,116,69
omelette,0.308748746,1.695494817,92,80
omen,0.315097869,1.666128097,149,143
