"","id","title","n_words","n_tokens","n_w","n_c","n_s","publication_date","text_type","context","respondent_age","respondent_class","respondent_sex","interaction_type","region","author_age","author_domicile","author_sex","author_type","audience_age","domain","difficulty","medium","publication_place","sampling_type","circulation","audience_sex","availability","mode","derived_type","genre"
"3886","KD7","24 conversations recorded by `Matt' (PS0KP) between 20 February and ?? March 1992 with 6 interlocutors, totalling 3809 s-units, 19206 words (duration not recorded).",20577,25209,20694,3904,3810,"1985-1993","spoken_demographic","---","35-44","C1","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3887","KD8","31 conversations recorded by `Martine' (PS0LK) between 12 and 20 March 1992 with 10 interlocutors, totalling 10787 s-units, 76445 words, and over 7 hours 15 minutes 1 second of recordings.",81389,94715,81915,11240,10788,"1985-1993","spoken_demographic","---","25-34","C2","female","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3888","KD9","17 conversations recorded by `Mark2' (PS1G2) between [date unknown] and ?? April 1992 with 13 interlocutors, totalling 2788 s-units, 12902 words (duration not recorded).",13908,17687,13971,3031,2788,"1985-1993","spoken_demographic","---","15-24","C2","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3889","KDA","132 conversations recorded by `Mark3' (PS1GE) between 29 November and ?? December 1991 with 11 interlocutors, totalling 8807 s-units, 71717 words, and over 11 hours 8 minutes 38 seconds of recordings.",75777,91293,76433,10940,8810,"1985-1993","spoken_demographic","---","25-34","C2","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3890","KDB","27 conversations recorded by `Mikila' (PS0KY) on 28 November 1991 with 10 interlocutors, totalling 2759 s-units, 16597 words, and 1 hour 55 minutes 44 seconds of recordings.",17741,21133,17896,2686,2762,"1985-1993","spoken_demographic","---","15-24","C1","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3891","KDC","5 conversations recorded by `Michael' (PS19Y) on 3 February 1992 with 3 interlocutors, totalling 94 s-units, 1062 words, and 9 minutes 34 seconds of recordings.",1092,1265,1106,159,94,"1985-1993","spoken_demographic","---","15-24","C2","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3892","KDD","13 conversations recorded by `Murray' (PS0KW) on 21 February 1992 with 1 interlocutor, totalling 240 s-units, 2206 words (duration not recorded).",2325,2648,2336,300,240,"1985-1993","spoken_demographic","---","60+","C2","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3893","KDE","110 conversations recorded by `Nicola' (PS0M4) between 3 and 5 June 1991 with 5 interlocutors, totalling 4112 s-units, 24488 words, and 3 hours 42 minutes 15 seconds of recordings.",26211,31233,26384,4359,4117,"1985-1993","spoken_demographic","---","25-34","C2","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3894","KDF","8 conversations recorded by `Pamela' (PS0M6) between 31 January and 4 February 1992 with 4 interlocutors, totalling 349 s-units, 1359 words, and 16 minutes 59 seconds of recordings.",1463,1909,1472,399,349,"1985-1993","spoken_demographic","---","25-34","DE","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3895","KDG","18 conversations recorded by `Patricia' (PS0MA) between 14 and 16 April 1992 with 10 interlocutors, totalling 2707 s-units, 12125 words (duration not recorded).",12999,16641,13063,3075,2708,"1985-1993","spoken_demographic","---","25-34","C1","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3896","KDH","13 conversations recorded by `Paul' (PS0MX) between 10 and 16 April 1992 with 5 interlocutors, totalling 2264 s-units, 8207 words (duration not recorded).",8867,11590,8911,2366,2264,"1985-1993","spoken_demographic","---","25-34","C2","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3897","KDJ","6 conversations recorded by `Pauline' (PS0N3) between 21 and 24 February 1992 with 8 interlocutors, totalling 1668 s-units, 16234 words, and over 1 hour 49 minutes 24 seconds of recordings.",17227,19223,17355,1828,1668,"1985-1993","spoken_demographic","---","25-34","C1","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3898","KDK","18 conversations recorded by `Paul2' (PS1H4) between 29 November and 5 December 1991 with 8 interlocutors, totalling 556 s-units, 3462 words, and 34 minutes 16 seconds of recordings.",3630,4606,3663,660,557,"1985-1993","spoken_demographic","---","25-34","C1","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3899","KDL","30 conversations recorded by `Rachel' (PS0NX) between 30 November and 5 December 1991 with 7 interlocutors, totalling 1445 s-units, 8658 words, and 1 hour 34 minutes 25 seconds of recordings.",9292,12011,9367,2055,1445,"1985-1993","spoken_demographic","---","15-24","AB","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3900","KDM","103 conversations recorded by `Raymond' (PS0PN) between 13 and 19 March 1992 with 46 interlocutors, totalling 17138 s-units, 108739 words, and over 1 hour 50 minutes 5 seconds of recordings.",115659,134438,116433,16512,17139,"1985-1993","spoken_demographic","---","45-59","C1","male","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3901","KDN","90 conversations recorded by `Raymond2' (PS1HH) between 15 and 17 April 1992 with 10 interlocutors, totalling 7019 s-units, 43638 words, and over 41 minutes 46 seconds of recordings.",46325,56106,46539,7710,7021,"1985-1993","spoken_demographic","---","45-59","DE","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3902","KDP","70 conversations recorded by `Richard' (PS0NB) between 17 and 18 May 1991 with 9 interlocutors, totalling 3210 s-units, 17061 words, and 3 hours 18 minutes 13 seconds of recordings.",18188,22885,18330,3710,3213,"1985-1993","spoken_demographic","---","25-34","C1","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3903","KDR","4 conversations recorded by `Richard3' (PS1K9) between 2 and 9 April 1992 with 2 interlocutors, totalling 1987 s-units, 13827 words, and 2 hours 7 minutes 21 seconds of recordings.",14771,17004,14853,1762,1987,"1985-1993","spoken_demographic","---","45-59","AB","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3904","KDS","14 conversations recorded by `Rosemary' (PS0NR) between 14 and 16 April 1991 with 6 interlocutors, totalling 2252 s-units, 14407 words (duration not recorded).",15253,17991,15365,2369,2252,"1985-1993","spoken_demographic","---","60+","DE","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3905","KDT","3 conversations recorded by `Robert' (PS1CE) between 2 and 6 April 1992 with 4 interlocutors, totalling 419 s-units, 3098 words, and 1 hour 4 minutes 47 seconds of recordings.",3276,3882,3296,449,419,"1985-1993","spoken_demographic","---","25-34","C2","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3906","KDU","18 conversations recorded by `Sam' (PS0S3) between 15 and 21 April 1992 with 7 interlocutors, totalling 793 s-units, 8038 words, and over 8 minutes 2 seconds of recordings.",8366,9386,8436,879,793,"1985-1993","spoken_demographic","---","45-59","AB","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3907","KDV","20 conversations recorded by `Sandra' (PS0SB) between 10 and 17 January 1992 with 9 interlocutors, totalling 5457 s-units, 27333 words, and 3 hours 31 minutes 40 seconds of recordings.",29392,35956,29585,5972,5457,"1985-1993","spoken_demographic","---","35-44","C1","female","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3908","KDW","27 conversations recorded by `Sandra2' (PS1C1) between 9 and 16 January 1992 with 25 interlocutors, totalling 8669 s-units, 58393 words (duration not recorded).",61674,72818,62091,9731,8670,"1985-1993","spoken_demographic","---","35-44","C1","female","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3909","KDX","8 conversations recorded by `Sharon' (PS1CH) on 2 April 1992 with 14 interlocutors, totalling 1124 s-units, 6335 words, and over 2 minutes 35 seconds of recordings.",6846,8622,6886,1234,1127,"1985-1993","spoken_demographic","---","15-24","C2","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3910","KDY","18 conversations recorded by `Sidney' (PS0SV) [dates unknown] with 8 interlocutors, totalling 1829 s-units, 13318 words, and over 53 minutes 3 seconds of recordings.",14119,17211,14209,2542,1830,"1985-1993","spoken_demographic","---","60+","C1","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3911","KE0","17 conversations recorded by `Simmone' (PS0SW) between 20 and 27 February 1992 with 9 interlocutors, totalling 5150 s-units, 26574 words, and over 2 hours 15 minutes 23 seconds of recordings.",28219,34676,28416,5582,5151,"1985-1993","spoken_demographic","---","15-24","C1","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3912","KE1","26 conversations recorded by `Stephen' (PS0TU) between 10 and 16 April 1992 with 9 interlocutors, totalling 3949 s-units, 19903 words (duration not recorded).",21001,25910,21123,3960,3387,"1985-1993","spoken_demographic","---","15-24","AB","male","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3913","KE2","153 conversations recorded by `Terence' (PS0W2) between 20 and 27 February 1992 with 10 interlocutors, totalling 10080 s-units, 77961 words, and over 12 hours 49 minutes 22 seconds of recordings.",82141,94012,82783,10405,10081,"1985-1993","spoken_demographic","---","60+","C2","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3914","KE3","150 conversations recorded by `Tony' (PS0V4) between 28 November and 5 December 1991 with 9 interlocutors, totalling 9314 s-units, 62395 words, and 9 hours 36 minutes 58 seconds of recordings.",66170,78544,66809,10240,9316,"1985-1993","spoken_demographic","---","35-44","C1","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3915","KE4","22 conversations recorded by `Valerie' (PS0WN) between 30 January and ?? ?? 1992 with 7 interlocutors, totalling 3280 s-units, 15170 words, and 1 hour 55 minutes 21 seconds of recordings.",16105,20195,16182,3727,3281,"1985-1993","spoken_demographic","---","35-44","C1","female","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3916","KE5","4 conversations recorded by `Wayne' (PS0X2) between 20 and 22 February 1992 with 6 interlocutors, totalling 575 s-units, 4800 words (duration not recorded).",5121,5635,5154,473,575,"1985-1993","spoken_demographic","---","15-24","DE","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3917","KE6","59 conversations recorded by `Wendy' (PS0X8) between 21 and 28 February 1992 with 8 interlocutors, totalling 10803 s-units, 70883 words, and 10 hours 46 minutes 58 seconds of recordings.",76586,89139,77037,10806,10804,"1985-1993","spoken_demographic","---","45-59","C2","female","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3918","KEB","Walsall Local Studies Centre: interview. Sample containing about 6463 words speech recorded in leisure context",6510,7337,6572,544,161,"1985-1993","spoken_context","leisure","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:interview:oral_history"
"3919","KGH","BBC Radio Nottingham: radio broadcast. Sample containing about 15903 words speech recorded in leisure context",16545,19107,16667,2145,1611,"1985-1993","spoken_context","leisure","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"3920","KGK","BAIE Scotland: radio broadcast. Sample containing about 11768 words speech recorded in business context",12168,12813,12280,318,669,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"3921","KGL","Abbey Life training session: employee training. Sample containing about 9571 words speech recorded in business context",10182,12022,10264,1662,681,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"3922","KGM","Leicestershire County Council: debate. Sample containing about 16174 words speech recorded in public context",16494,18139,16640,1133,891,"1985-1993","spoken_context","public","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3923","KGN","Student seminar on Hunan report. Sample containing about 16835 words speech recorded in educational context",17601,20050,17767,2050,1137,"1985-1993","spoken_context","educational","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:tutorial"
"3924","KGP","Black sheep of the family: seminar. Sample containing about 9442 words speech recorded in educational context",9680,12132,9761,2218,1099,"1985-1993","spoken_context","educational","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"3925","KGR","Adult education seminar: Justice for all. Sample containing about 12069 words speech recorded in educational context",12516,15205,12615,2452,943,"1985-1993","spoken_context","educational","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"3926","KGS","Team Focus - training course (TNT Express Ltd). Sample containing about 9402 words speech recorded in business context",9799,11699,9906,1693,1258,"1985-1993","spoken_context","business","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"3927","KGT","Team Focus - training course (TNT Express Ltd). Sample containing about 7484 words speech recorded in business context",7827,9616,7882,1636,1436,"1985-1993","spoken_context","business","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"3928","KGU","Team Focus - training course (TNT Express Ltd). Sample containing about 17182 words speech recorded in business context",17949,21451,18086,3236,2488,"1985-1993","spoken_context","business","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"3929","KGV","St Dominic's: lesson. Sample containing about 1794 words speech recorded in educational context",1807,2163,1824,259,187,"1985-1993","spoken_context","educational","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"3930","KGW","Lecture on child sex abuse. Sample containing about 18414 words speech recorded in educational context",18933,20531,19212,1231,754,"1985-1993","spoken_context","educational","---","---","---","monologue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:lect:soc_science"
"3931","KGX","St Luke's School Council meeting. Sample containing about 12299 words speech recorded in public context",12391,13601,12569,842,466,"1985-1993","spoken_context","public","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3932","KJS","Call Nick Ross - radio phone-in debating programme: live broadcast. Sample containing about 9671 words speech recorded in leisure context",9800,11153,9927,1091,304,"1985-1993","spoken_context","leisure","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"3933","KJT","Test Match special: England v Sri Lanka: live broadcast. Sample containing about 8026 words speech recorded in leisure context",8274,9674,8366,1103,293,"1985-1993","spoken_context","leisure","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sportslive"
"3934","KJU","Albert Gunter: sermon. Sample containing about 5370 words speech recorded in public context",5490,6234,5522,711,267,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3935","KJV","Albert Gunter: sermon. Sample containing about 5687 words speech recorded in public context",5853,6645,5890,736,275,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3936","KLE","Albert Gunter: sermon. Sample containing about 4273 words speech recorded in public context",4351,4923,4379,544,218,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3937","KLF","Albert Gunter: sermon. Sample containing about 4669 words speech recorded in public context",4871,5659,4895,763,322,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3938","KLG","Tutorial lesson: BTEC engineering tutoring session. Sample containing about 13372 words speech recorded in educational context",14026,15615,14157,1316,1768,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"3939","KLH","Talk about railways around Southwell. Sample containing about 10893 words speech recorded in public context",11013,12814,11166,1339,657,"1985-1993","spoken_context","public","---","---","---","monologue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"3940","KLS","Harlow Women's Institute committee meeting. Sample containing about 13348 words speech recorded in public context",13748,16666,13835,2461,1394,"1985-1993","spoken_context","public","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3941","KLT","Teachers' conference: creative arts group. Sample containing about 5400 words speech recorded in educational context",5575,6765,5633,1075,1022,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3942","KLV","General Portfolio management meeting. Sample containing about 15933 words speech recorded in business context",16826,18964,16990,1737,1172,"1985-1993","spoken_context","business","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3943","KLW","Word-processing tutorial. Sample containing about 14570 words speech recorded in educational context",15203,17202,15321,1694,1573,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"3944","KLX","Careers service meeting. Sample containing about 10315 words speech recorded in business context",10852,12581,10960,1425,1526,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3945","KLY","Trade Union Annual Congress. Sample containing about 13718 words speech recorded in business context",13894,15358,14016,1215,651,"1985-1993","spoken_context","business","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:scripted"
"3946","KM0","Trade Union Annual Congress. Sample containing about 12866 words speech recorded in business context",12979,14851,13095,1696,704,"1985-1993","spoken_context","business","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:scripted"
"3947","KM1","Trade Union Annual Congress. Sample containing about 12125 words speech recorded in business context",12260,13685,12397,1217,485,"1985-1993","spoken_context","business","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:scripted"
"3948","KM2","Dennis McCarthy Show: radio broadcast. Sample containing about 13881 words speech recorded in leisure context",14252,15430,14399,983,939,"1985-1993","spoken_context","leisure","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"3949","KM3","BBC Radio Nottingham daytime phone-in: radio broadcast. Sample containing about 11837 words speech recorded in leisure context",12288,13699,12399,1232,1064,"1985-1993","spoken_context","leisure","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"3950","KM4","British Market Research Bureau monthly meeting. Sample containing about 18541 words speech recorded in business context",18804,22078,19005,2648,1397,"1985-1993","spoken_context","business","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3951","KM5","Abbey Life training session: employee training. Sample containing about 12668 words speech recorded in business context",13224,15637,13305,2264,847,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"3952","KM6","[Bristol University history department tutorial]. Sample containing about 14432 words speech recorded in educational context",14836,16972,15046,1642,1081,"1985-1993","spoken_context","educational","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:tutorial"
"3953","KM7","EIP meeting at Strensall Village Hall, day 7, afternoon session: public county council planning meeting. Sample containing about 16937 words speech recorded in public context",17161,18419,17359,1013,744,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:pub_debate"
"3954","KM8","Halam Parish Council meeting. Sample containing about 11476 words speech recorded in public context",11981,13379,12065,1045,1222,"1985-1993","spoken_context","public","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3955","KN1","Royal Courts: hearing. Sample containing about 6711 words speech recorded in public context",6728,7398,6839,444,86,"1985-1993","spoken_context","public","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:courtroom"
"3956","KN2","BBC Radio Nottingham: radio broadcast. Sample containing about 15082 words speech recorded in leisure context",15391,17565,15553,1450,588,"1985-1993","spoken_context","leisure","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"3957","KN3","Suffolk County Council Highways and Transport Committee meeting. Sample containing about 19359 words speech recorded in public context",19568,21494,19788,1614,875,"1985-1993","spoken_context","public","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"3958","KN6","Albert Gunter: sermon. Sample containing about 6362 words speech recorded in public context",6612,7393,6659,734,31,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3959","KN7","Albert Gunter: sermon. Sample containing about 6878 words speech recorded in public context",7079,7786,7110,675,39,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3960","KN8","Albert Gunter: sermon. Sample containing about 5466 words speech recorded in public context",5674,6500,5707,791,316,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3961","KN9","Albert Gunter: sermon. Sample containing about 4875 words speech recorded in public context",5053,5814,5075,736,304,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3962","KNA","Albert Gunter: sermon. Sample containing about 4034 words speech recorded in public context",4184,4774,4208,565,253,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3963","KNB","Albert Gunter: sermon. Sample containing about 3574 words speech recorded in public context",3710,4234,3731,502,210,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"3964","KNC","Guppy's Enterprise Club - (invited speaker): lecture/seminar. Sample containing about 20634 words speech recorded in leisure context",21209,23597,21452,2070,1310,"1985-1993","spoken_context","leisure","---","---","---","dialogue","unknown","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"3965","KND","Maths tutorial. Sample containing about 4448 words speech recorded in educational context",4699,5656,4749,861,808,"1985-1993","spoken_context","educational","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"3966","KNF","Talk by WPC. Sample containing about 10393 words speech recorded in public context",10794,12399,10886,1396,772,"1985-1993","spoken_context","public","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"3967","KNG","Medical consultation. Sample containing about 578 words speech recorded in public context",610,762,615,133,128,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:consult"
"3968","KNH","Medical consultation. Sample containing about 534 words speech recorded in public context",553,682,555,108,113,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:consult"
"3969","KNJ","Medical consultation. Sample containing about 409 words speech recorded in public context",426,553,431,89,89,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:consult"
"3970","KNK","Medical consultation. Sample containing about 469 words speech recorded in public context",490,623,498,99,100,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:consult"
"3971","KNR","3 conversations recorded by `206' (PS4XN) [dates unknown] with 5 interlocutors, totalling 455 s-units, 2979 words (duration not recorded).",3169,3885,3189,497,455,"1985-1993","spoken_demographic","---","0-14","AB","unknown","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3972","KNS","5 conversations recorded by `712' (PS4XU) [dates unknown] with 5 interlocutors, totalling 518 s-units, 4933 words, and over 8 minutes 37 seconds of recordings.",5217,5933,5251,546,518,"1985-1993","spoken_demographic","---","0-14","unknown","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3973","KNT","2 conversations recorded by `715' (PS4XW) [dates unknown] with 4 interlocutors, totalling 44 s-units, 291 words, and 2 minutes 31 seconds of recordings.",313,401,314,76,44,"1985-1993","spoken_demographic","---","0-14","unknown","male","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3974","KNU","1 conversation recorded by `716' (PS4Y1) [dates unknown] with 2 interlocutors, totalling 11 s-units, 65 words, and 1 minute 22 seconds of recordings.",63,81,65,14,11,"1985-1993","spoken_demographic","---","0-14","unknown","unknown","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
"3975","KNV","12 conversations recorded by `717' (PS4Y3) [dates unknown] with 9 interlocutors, totalling 1244 s-units, 7356 words, and over 1 hour 49 minutes 18 seconds of recordings.",7852,9797,7888,1558,1247,"1985-1993","spoken_demographic","---","0-14","unknown","unknown","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","cleared","spoken","spoken_conversation","S:conv"
