"","id","title","n_words","n_tokens","n_w","n_c","n_s","publication_date","text_type","context","respondent_age","respondent_class","respondent_sex","interaction_type","region","author_age","author_domicile","author_sex","author_type","audience_age","domain","difficulty","medium","publication_place","sampling_type","circulation","audience_sex","availability","mode","derived_type","genre"
"1887","FEU","Student's guide to success. Sample containing about 44487 words from a book (domain: social science)",44033,49903,44490,5413,2503,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","multiple","adult","social_science","medium","book","UK","beginning","unknown","unknown","unclaimed","written","misc_published","W:misc"
"1888","FEV","Supersense: perception in the animal world. Sample containing about 38048 words from a book (domain: natural sciences)",37907,42337,38250,4087,1961,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","natural_science","medium","book","UK","beginning","unknown","unknown","unclaimed","written","prose","W:non_ac:nat_science"
"1889","FEW","Temporary employment. Sample containing about 36671 words from a book (domain: commerce)",36017,41089,36616,4473,1359,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","commerce_finance","high","book","UK","end","unknown","unknown","unclaimed","written","prose","W:commerce"
"1890","FEX","The vitality diet. Sample containing about 33766 words from a book (domain: leisure)",33427,38042,33878,4164,1952,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","leisure","medium","book","UK","beginning","unknown","unknown","unclaimed","written","misc_published","W:misc"
"1891","FF0","Writing crime fiction. Sample containing about 33660 words from a book (domain: arts)",33442,37810,33798,4012,1471,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","unknown","male","sole","adult","arts","medium","book","UK","beginning","unknown","unknown","unclaimed","written","prose","W:non_ac:nat_science"
"1892","FL4","Menopause: television discussion. Sample containing about 4716 words speech recorded in leisure context",4871,5487,4906,568,341,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1893","FL5","Football: television discussion. Sample containing about 5127 words speech recorded in leisure context",5347,6118,5387,712,466,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1894","FL6","Eating disorders: television discussion. Sample containing about 4863 words speech recorded in leisure context",4983,5647,5024,620,281,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1895","FL7","Misogyny: television discussion. Sample containing about 5157 words speech recorded in leisure context",5323,6087,5364,717,390,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1896","FL8","Scottish Women: discussion about `the body beautiful'. Sample containing about 5060 words speech recorded in leisure context",5203,5750,5236,513,261,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1897","FL9","Scottish Women: discussion about crime. Sample containing about 5041 words speech recorded in leisure context",5126,5677,5184,491,182,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1898","FLA","Scottish Women: discussion about transport. Sample containing about 4917 words speech recorded in leisure context",4998,5571,5068,503,237,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1899","FLB","Scottish Women: discussion about love. Sample containing about 4573 words speech recorded in leisure context",4675,5202,4703,498,234,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1900","FLC","Scottish Women: property, the arts, the press, school. Sample containing about 4754 words speech recorded in leisure context",4896,5667,4940,724,311,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1901","FLD","Families: television discussion. Sample containing about 4754 words speech recorded in leisure context",4883,5547,4927,616,265,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1902","FLE","The Royals: television discussion. Sample containing about 4788 words speech recorded in leisure context",4902,5557,4954,594,310,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1903","FLF","Mental health: television discussion. Sample containing about 4841 words speech recorded in leisure context",4977,5606,5036,569,323,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1904","FLG","Mental health: television discussion. Sample containing about 4952 words speech recorded in leisure context",5131,5784,5165,611,311,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1905","FLH","Animal rights: television discussion. Sample containing about 4880 words speech recorded in leisure context",4979,5798,5037,759,430,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1906","FLK","Young women in Scotland: television discussion. Sample containing about 5302 words speech recorded in leisure context",5537,6362,5581,778,399,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1907","FLL","Traditions: television discussion. Sample containing about 4927 words speech recorded in leisure context",5058,5794,5099,691,426,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1908","FLM","Scottish women: discussion about smoking. Sample containing about 4997 words speech recorded in leisure context",5139,5951,5168,781,429,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1909","FLP","Scottish women: discussion about weddings. Sample containing about 4950 words speech recorded in leisure context",5120,5870,5163,700,311,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1910","FLR","Scottish women: discussion about sex education. Sample containing about 5252 words speech recorded in leisure context",5404,6212,5448,763,361,"1985-1993","spoken_context","leisure","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:brdcast:discussn"
"1911","FLS","General Portfolio health and safety meeting. Sample containing about 10830 words speech recorded in business context",11094,13095,11277,1684,1173,"1985-1993","spoken_context","business","---","---","---","dialogue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"1912","FLU","Albert Gunter: sermon. Sample containing about 4243 words speech recorded in public context",4335,4777,4362,415,7,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"1913","FLW","Albert Gunter: sermon. Sample containing about 2091 words speech recorded in public context",2102,2299,2121,178,7,"1985-1993","spoken_context","public","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:sermon"
"1914","FLX","11th year science lesson on chemistry of metal processing. Sample containing about 5198 words speech recorded in educational context",5245,6171,5293,776,688,"1985-1993","spoken_context","educational","---","---","---","monologue","unknown","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1915","FLY","11th year science lesson on chemistry of metal processing. Sample containing about 6227 words speech recorded in educational context",6293,7313,6357,853,647,"1985-1993","spoken_context","educational","---","---","---","monologue","unknown","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1916","FM0","Defensive driving techniques: Lecture/seminar. Sample containing about 9460 words speech recorded in business context",9722,11097,9825,1129,827,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"1917","FM1","Defensive driving techniques: Lecture/seminar. Sample containing about 7552 words speech recorded in business context",7871,8900,7946,890,723,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"1918","FM2","Missprint planning meeting. Sample containing about 14672 words speech recorded in business context",15055,17756,15180,2352,2475,"1985-1993","spoken_context","business","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:meeting"
"1919","FM3","Body Shop presentation: aromatherapy/Body Shop products. Sample containing about 3732 words speech recorded in educational context",3829,4419,3856,503,461,"1985-1993","spoken_context","educational","---","---","---","monologue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:demonstratn"
"1920","FM4","Tutorial lesson: GCSE maths tutoring session. Sample containing about 11203 words speech recorded in educational context",11626,13652,11710,1755,1664,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1921","FM5","Tutorial lesson: GCSE chemistry tutoring session. Sample containing about 12922 words speech recorded in educational context",13486,15097,13594,1337,1601,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1922","FM7","Strangers - talk by PC Bruce: Talk/presentation. Sample containing about 11058 words speech recorded in educational context",11680,13982,11735,2101,1602,"1985-1993","spoken_context","educational","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"1923","FM8","Strangers - talk by PC Bruce: Talk/presentation. Sample containing about 1102 words speech recorded in educational context",1173,1420,1175,232,142,"1985-1993","spoken_context","educational","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"1924","FM9","Strangers - talk by PC Bruce: Talk/presentation. Sample containing about 314 words speech recorded in educational context",337,395,337,55,46,"1985-1993","spoken_context","educational","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"1925","FMA","Strangers - talk by PC Bruce: Talk/presentation. Sample containing about 1540 words speech recorded in educational context",1649,1951,1654,289,251,"1985-1993","spoken_context","educational","---","---","---","monologue","south","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"1926","FMB","Science lesson: year 10. Sample containing about 3305 words speech recorded in educational context",3459,3960,3489,385,417,"1985-1993","spoken_context","educational","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1927","FMC","Music lesson: year 10. Sample containing about 3731 words speech recorded in educational context",3860,4326,3894,407,407,"1985-1993","spoken_context","educational","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1928","FMD","York University Careers Service: careers interview. Sample containing about 5582 words speech recorded in educational context",5679,6211,5768,381,653,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:consult"
"1929","FME","Tutorial lesson: GCSE maths. Sample containing about 10660 words speech recorded in educational context",11207,12592,11285,1175,1128,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1930","FMF","Tutorial lesson: junior-level spelling and maths. Sample containing about 5952 words speech recorded in educational context",6259,7018,6316,633,715,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1931","FMG","Tutorial lesson: junior-level spelling and maths. Sample containing about 13734 words speech recorded in educational context",14325,16003,14451,1399,1868,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1932","FMH","Tutorial lesson: junior-level spelling and maths. Sample containing about 6296 words speech recorded in educational context",6572,7295,6607,643,710,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1933","FMJ","Tutorial lesson: junior-level spelling and maths. Sample containing about 5924 words speech recorded in educational context",6251,7032,6282,690,843,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1934","FMK","`How we can change the world by our witness': confirmation preparation lesson. Sample containing about 5768 words speech recorded in public context",5979,6744,6021,664,587,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"1935","FML","What archaeologists do: discussions. Sample containing about 7179 words speech recorded in educational context",7468,8571,7514,952,710,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:unclassified"
"1936","FMM","Tutorial lesson: maths. Sample containing about 5626 words speech recorded in educational context",5962,6961,5995,902,1023,"1985-1993","spoken_context","educational","---","---","---","dialogue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1937","FMN","Planning and development in York: greenbelt planning - public enquiry. Sample containing about 11289 words speech recorded in public context",11165,12716,11368,1156,652,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:pub_debate"
"1938","FMP","Planning and development in York: greenbelt planning - public enquiry. Sample containing about 15376 words speech recorded in public context",15320,17696,15532,1718,1059,"1985-1993","spoken_context","public","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:pub_debate"
"1939","FMR","Tutorial lesson: GCSE chemistry. Sample containing about 13113 words speech recorded in educational context",13644,15896,13780,1940,1591,"1985-1993","spoken_context","educational","---","---","---","dialogue","north","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:classroom"
"1940","FMS","Legal advice: pre-retirement course. Sample containing about 11933 words speech recorded in public context",12340,13491,12509,855,617,"1985-1993","spoken_context","public","---","---","---","monologue","midlands","---","---","---","---","---","---","---","---","---","---","---","---","unclaimed","spoken","spoken_other","S:speech:unscripted"
"1941","FNR","Algorithmic learning. Sample containing about 41967 words from a book (domain: natural sciences)",41988,48423,42311,6112,3110,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","unknown","male","sole","adult","natural_science","high","book","UK_south","beginning","medium","unknown","unclaimed","written","academic","W:ac:tech_engin"
"1942","FNS","Alice in Wonderland: Oxford Bookworms edition. Sample containing about 6263 words from a book (domain: imaginative)",6393,8246,6453,1793,620,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","sole","child","imaginative","low","book","UK_south","unknown","medium","unknown","cleared","written","fiction","W:fict:prose"
"1943","FNT","Memory and desire. Sample containing about 42081 words from a book (domain: imaginative)",42575,51879,42974,8905,4442,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","low","book","UK_south","middle","medium","female","cleared","written","fiction","W:fict:prose"
"1944","FNU","An awfully big adventure. Sample containing about 38552 words from a book (domain: imaginative)",39290,46884,39681,7203,2826,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","female","sole","adult","imaginative","low","book","UK_south","middle","medium","mixed","cleared","written","fiction","W:fict:prose"
"1945","FNW","Black holes and Uncle Albert. Sample containing about 31070 words from a book (domain: imaginative)",31550,40191,31935,8256,3641,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","sole","adult","imaginative","medium","book","unknown","end","low","unknown","unclaimed","written","fiction","W:fict:prose"
"1946","FNX","Richard Branson: the inside story. Sample containing about 40691 words from a book (domain: applied science)",40649,47129,41027,6102,1919,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","applied_science","medium","book","UK_south","middle","high","mixed","cleared","written","prose","W:biography"
"1947","FNY","The Brontë story: Oxford Bookworms edition. Sample containing about 10527 words from a book (domain: imaginative)",10583,12899,10645,2254,1026,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","teen","imaginative","low","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1948","FP0","The brooch of azure midnight. Sample containing about 40887 words from a book (domain: imaginative)",41625,48502,41918,6584,3287,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","medium","book","UK_south","middle","medium","mixed","cleared","written","fiction","W:fict:prose"
"1949","FP1","The Maid of Buttermere. Sample containing about 42907 words from a book (domain: imaginative)",42450,49928,42837,7091,2169,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","male","sole","adult","imaginative","high","book","UK_south","middle","high","mixed","unclaimed","written","fiction","W:fict:prose"
"1950","FP2","Corporate power and responsibility. Sample containing about 43909 words from a book (domain: social science)",43370,48598,44137,4461,1440,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","social_science","high","book","UK_south","beginning","low","unknown","unclaimed","written","academic","W:ac:polit_law_edu"
"1951","FP3","Callanish. Sample containing about 40000 words from a book (domain: imaginative)",39999,45205,40327,4878,2059,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","imaginative","high","book","UK_south","middle","high","mixed","cleared","written","fiction","W:fict:prose"
"1952","FP4","The changing population of Britain. Sample containing about 41129 words from a book (domain: social science)",40520,45930,41197,4733,1448,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","social_science","medium","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:soc_science"
"1953","FP5","The coldest place on earth: Oxford Bookworms edition. Sample containing about 5523 words from a book (domain: imaginative)",5566,7105,5619,1486,671,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","teen","imaginative","low","book","UK_south","whole","low","mixed","cleared","written","fiction","W:fict:prose"
"1954","FP6","Complicity. Sample containing about 38763 words from a book (domain: imaginative)",39669,46966,39979,6987,2515,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","imaginative","high","book","UK_south","middle","high","mixed","cleared","written","fiction","W:fict:prose"
"1955","FP7","Conjure me. Sample containing about 38894 words from a book (domain: imaginative)",39842,49538,40237,9301,3762,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","imaginative","low","book","UK_south","middle","high","mixed","unclaimed","written","fiction","W:fict:prose"
"1956","FP8","Cases & materials on constitutional & administrative law. Sample containing about 34576 words from a book (domain: social science)",34384,38926,34782,4144,1403,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","social_science","medium","book","UK_south","beginning","medium","mixed","cleared","written","academic","W:ac:polit_law_edu"
"1957","FP9","Consumption, identity and style. Sample containing about 38131 words from a book (domain: social science)",37995,43395,38357,5038,1482,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","social_science","low","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:non_ac:soc_science"
"1958","FPB","Crimson. Sample containing about 39092 words from a book (domain: imaginative)",40077,48904,40457,8447,3147,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","Europe","female","sole","adult","imaginative","low","book","UK_south","middle","high","female","unclaimed","written","fiction","W:fict:prose"
"1959","FPC","Culture. Sample containing about 35768 words from a book (domain: social science)",35477,41647,35796,5851,1311,"1975-1984","written_books_periodicals","---","---","---","---","---","---","60+","UK","male","sole","adult","social_science","low","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:non_ac:soc_science"
"1960","FPE","Dead Man's Island: Oxford Bookworms edition. Sample containing about 5161 words from a book (domain: imaginative)",5296,6839,5334,1505,690,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","teen","imaginative","low","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1961","FPF","The possession of Delia Sutherland. Sample containing about 40756 words from a book (domain: imaginative)",41910,51991,42302,9689,4087,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","high","book","UK_south","middle","medium","mixed","cleared","written","fiction","W:fict:prose"
"1962","FPG","Design of computer data files. Sample containing about 38231 words from a book (domain: applied science)",37605,42183,38112,4071,1926,"1985-1993","written_books_periodicals","---","---","---","---","---","---","45-59","UK","male","sole","adult","applied_science","high","book","UK_south","middle","low","mixed","cleared","written","academic","W:ac:tech_engin"
"1963","FPH","The diamond waterfall. Sample containing about 39668 words from a book (domain: imaginative)",39418,50289,39870,10419,4134,"1975-1984","written_books_periodicals","---","---","---","---","---","---","45-59","unknown","unknown","sole","adult","imaginative","low","book","unknown","beginning","low","unknown","unclaimed","written","fiction","W:fict:prose"
"1964","FPJ","Disabling barriers: enabling environment. Sample containing about 43048 words from a book (domain: social science)",42814,48799,43355,5444,1959,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","social_science","medium","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:soc_science"
"1965","FPK","Don't cry alone. Sample containing about 39257 words from a book (domain: imaginative)",39992,47820,40352,7468,2699,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","imaginative","low","book","UK_south","middle","high","female","cleared","written","fiction","W:fict:prose"
"1966","FPL","The phantom of the opera: Oxford Bookworms edition. Sample containing about 6203 words from a book (domain: imaginative)",6296,8054,6334,1720,799,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","teen","imaginative","low","book","UK_south","whole","medium","unknown","cleared","written","fiction","W:fict:prose"
"1967","FPM","Flood water. Sample containing about 37055 words from a book (domain: imaginative)",37660,46803,38079,8724,2968,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","imaginative","low","book","UK_south","beginning","medium","mixed","cleared","written","fiction","W:fict:prose"
"1968","FPN","Tell them I'm on my way. Sample containing about 38754 words from a book (domain: world affairs)",38375,42890,38750,4140,1522,"1985-1993","written_books_periodicals","---","---","---","---","---","---","60+","UK","male","sole","adult","world_affairs","medium","book","UK_south","middle","medium","mixed","cleared","written","prose","W:biography"
"1969","FPP","Grace Darling: Oxford Bookworms edition. Sample containing about 6645 words from a book (domain: imaginative)",6705,8531,6777,1754,761,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","teen","imaginative","low","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1970","FPR","Green and pleasant land. Sample containing about 40860 words from a book (domain: social science)",40247,44784,40781,4003,1376,"1985-1993","written_books_periodicals","---","---","---","---","---","---","35-44","UK","male","sole","adult","social_science","medium","book","UK_south","middle","low","mixed","cleared","written","prose","W:non_ac:soc_science"
"1971","FPT","Anne of Green Gables: Oxford Bookworms edition. Sample containing about 5760 words from a book (domain: imaginative)",6051,7739,6087,1652,630,"unknown","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","sole","child","imaginative","low","book","unknown","unknown","medium","unknown","cleared","written","fiction","W:fict:prose"
"1972","FPU","Great Expectations: Oxford Bookworms edition. Sample containing about 23934 words from a book (domain: imaginative)",24393,30284,24612,5672,2109,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","imaginative","low","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1973","FPV","Gulliver's travels: Oxford Bookworms edition. Sample containing about 15297 words from a book (domain: imaginative)",15330,17912,15499,2413,1069,"unknown","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","unknown","sole","child","imaginative","low","book","UK_south","unknown","medium","unknown","cleared","written","fiction","W:fict:prose"
"1974","FPW","A shorter history of Greek art. Sample containing about 34625 words from a book (domain: arts)",34580,39312,34802,4510,1266,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","belief_thought","high","book","UK_south","beginning","low","mixed","cleared","written","academic","W:ac:humanities_arts"
"1975","FPX","War in high heels. Sample containing about 35175 words from a book (domain: imaginative)",35696,42727,35979,6748,3048,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","imaginative","low","book","UK_south","middle","medium","mixed","cleared","written","fiction","W:fict:prose"
"1976","FPY","In tune with heaven. Sample containing about 42223 words from a book (domain: belief and thought)",41824,46961,42388,4573,2101,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","belief_thought","low","book","UK_south","middle","medium","mixed","cleared","written","prose","W:religion"
"1977","FR0","The highest science. Sample containing about 37862 words from a book (domain: imaginative)",38664,49190,38919,10271,4393,"1985-1993","written_books_periodicals","---","---","---","---","---","---","25-34","UK","male","sole","teen","imaginative","medium","book","UK_south","middle","high","mixed","cleared","written","fiction","W:fict:prose"
"1978","FR2","An introduction to rural geography. Sample containing about 21677 words from a book (domain: world affairs)",21443,25139,21769,3370,693,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","world_affairs","high","book","UK_south","middle","low","mixed","cleared","written","academic","W:ac:soc_science"
"1979","FR3","My idea of fun. Sample containing about 35962 words from a book (domain: imaginative)",35951,42411,36405,6006,2303,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","imaginative","medium","book","UK_south","middle","high","mixed","cleared","written","fiction","W:fict:prose"
"1980","FR4","The impact of social policy. Sample containing about 38586 words from a book (domain: social science)",37933,42497,38662,3835,1449,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","adult","social_science","high","book","UK_south","middle","medium","mixed","cleared","written","academic","W:ac:soc_science"
"1981","FR5","Insiders: women's experience of prison. Sample containing about 39111 words from a book (domain: social science)",40193,45986,40561,5425,2640,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","female","sole","adult","social_science","low","book","UK_south","beginning","medium","mixed","cleared","written","prose","W:non_ac:soc_science"
"1982","FR6","Jane Eyre: Oxford Bookworms edition. Sample containing about 31194 words from a book (domain: imaginative)",31742,39380,31988,7392,2719,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","unknown","multiple","teen","imaginative","medium","book","UK_south","whole","medium","mixed","cleared","written","fiction","W:fict:prose"
"1983","FR7","Evolution and present state of the ocean bill of lading. Sample containing about 22691 words from a book (domain: commerce)",22654,25453,22988,2465,818,"unknown","written_books_periodicals","---","---","---","---","---","---","unknown","unknown","male","sole","adult","commerce_finance","high","book","unknown","unknown","medium","unknown","unclaimed","written","prose","W:commerce"
"1984","FR9","Life at the tip. Sample containing about 35693 words from a book (domain: imaginative)",35727,40458,36012,4446,1899,"1985-1993","written_books_periodicals","---","---","---","---","---","---","unknown","UK","male","sole","adult","imaginative","low","book","UK_south","whole","medium","male","cleared","written","fiction","W:fict:prose"
