Word,SemD,cosMean,WordCount,nContexts
frankfurt,1.519917728,0.030205239,550,383
frankie,1.082674512,0.082665727,564,219
frankish,0.426355329,0.374666334,277,115
franklin,1.561422906,0.027452196,412,263
frankly,1.62261185,0.023844496,754,728
frankness,1.538007652,0.028972925,109,102
franks,1.264459045,0.054392742,511,268
frans,1.098121879,0.079777077,69,67
frantic,1.59727256,0.025277111,517,500
frantically,1.433507977,0.036854627,363,357
franz,1.257085325,0.05532414,305,232
fraser,1.583022238,0.026120276,885,551
frasers,1.478467793,0.033230143,75,58
fraternal,1.623730631,0.02378315,118,101
fraternity,1.744705676,0.018000904,207,193
frau,0.713623815,0.193364251,311,88
fraud,1.582540299,0.026149278,1663,1042
frauds,1.492900771,0.032143949,92,69
fraudulent,1.665001353,0.021627118,255,212
fraudulently,1.344293018,0.045259211,52,48
fraught,1.894817925,0.012740371,311,306
fray,1.746234068,0.017937666,178,173
frayed,1.466956593,0.034122701,151,146
frazer,1.15749932,0.069582604,155,133
freak,1.520444398,0.030168631,340,322
freaks,1.371339605,0.042526574,73,71
freckled,1.288183895,0.051501053,97,87
freckles,1.326747143,0.047125162,110,100
fred,1.605901137,0.024779861,1697,912
freda,1.550668559,0.028140476,87,56
freddie,1.309956149,0.048982828,464,218
freddy,1.535861759,0.029116438,83,49
frederic,1.431022507,0.037066151,67,57
frederick,1.296402425,0.050535617,717,490
freds,1.117662156,0.076267207,114,83
free,2.060526386,0.008699086,22140,14935
freebie,1.119494819,0.075946048,55,43
freed,1.762190742,0.017290568,870,793
freedom,1.84640975,0.014242632,5615,4103
freedoms,1.433153585,0.036884714,355,273
freehold,1.170634552,0.067509586,275,204
freeholders,0.748765202,0.178334266,125,70
freeing,1.900810383,0.012565785,286,277
freelance,1.59389347,0.025474551,378,325
freely,2.00761614,0.009826161,1489,1373
freeman,1.59055116,0.025671358,436,305
freemans,1.482429436,0.032928395,77,48
freephone,1.270931129,0.053588163,65,58
freepost,1.112451856,0.077187708,51,47
freer,1.703138597,0.019808948,225,197
frees,1.707685501,0.019602637,88,87
freestanding,0.934305738,0.116330679,54,41
freestyle,0.841822271,0.143938751,118,65
freeze,1.798634304,0.015898849,931,757
freezer,1.294112807,0.050802747,279,207
freezers,1.265612168,0.054248512,84,69
freezes,1.513908803,0.030626065,107,101
freezing,1.658180926,0.021969444,849,710
freight,1.012853475,0.097083746,935,488
freighter,1.270601162,0.053628894,68,63
french,1.58661191,0.025905268,16290,8117
frenchman,1.315404787,0.04837213,464,378
frenchmen,1.01011574,0.097697682,196,165
frenetic,1.575434565,0.02658064,113,112
frenzied,1.58163282,0.026203975,206,200
frenzy,1.465284413,0.034254339,272,261
frequencies,1.161219086,0.068989169,763,398
frequency,1.598611875,0.02519928,2891,1573
frequent,2.000054458,0.009998746,2358,2136
frequented,1.575677725,0.026565762,148,142
frequently,2.006606264,0.009849036,5492,4787
fresco,0.942960049,0.114035468,205,131
frescoes,0.77112495,0.16938504,149,101
fresh,1.826614193,0.014906847,6300,5003
fresher,1.743805916,0.018038237,93,91
freshly,1.437917643,0.036482312,706,543
freshness,1.467477609,0.03408179,195,190
freshwater,1.034027838,0.09246389,314,234
fret,0.872427854,0.134144276,246,189
fretful,1.559401836,0.027580248,50,49
frets,0.372334939,0.424292213,124,88
fretted,1.57272519,0.026746984,96,96
fretting,1.582717656,0.026138601,103,101
freud,1.014179265,0.096787826,817,347
freudian,0.958996297,0.109901521,167,128
freuds,0.683343108,0.207327491,288,147
frg,1.082175728,0.082760722,120,42
fri,0.714037719,0.193180053,305,105
friar,0.783813113,0.164507949,357,172
friars,1.184238457,0.065427683,139,114
friction,1.845486792,0.014272932,461,411
friday,1.624712666,0.023729432,3620,2831
fridays,1.611194029,0.024479693,331,294
fridge,1.354188803,0.044239601,626,483
fridges,1.235789445,0.058104605,100,71
fried,1.268347042,0.053907968,411,332
friedman,1.186527603,0.065083724,201,123
friedrich,1.185972354,0.065166988,126,111
friend,1.656190647,0.022070357,14336,8426
friendlier,1.711419652,0.019434812,53,51
friendliness,1.722337573,0.018952322,207,201
friendly,1.834612552,0.014634822,4006,3391
friends,1.745377873,0.017973064,13942,9963
friendship,1.615062283,0.024262621,1846,1501
friendships,1.531490788,0.029410961,372,315
fries,1.198509118,0.063312707,71,51
friesian,0.517960391,0.30341679,107,50
frieze,1.054635123,0.088178941,123,93
frigate,1.162457398,0.068792739,105,82
frigates,1.030083895,0.093307404,111,79
fright,1.547206907,0.028365673,374,350
frighten,1.67614932,0.021079033,361,337
frightened,1.533140051,0.029299482,2180,1882
frightening,1.70861077,0.019560918,892,845
frighteningly,1.542286268,0.028688889,87,87
frightens,1.410646965,0.038846602,67,64
frightful,1.476938312,0.033347378,153,144
frightfully,1.328171164,0.046970895,62,58
frigid,1.428415248,0.037289345,92,86
frill,1.288015216,0.051521059,78,66
frilled,1.209799055,0.061688036,71,58
frills,1.58129164,0.026224569,127,117
frilly,1.276003946,0.052965863,89,81
fringe,1.792576964,0.016122153,878,739
fringed,1.317465017,0.048143203,212,205
fringes,1.749331659,0.017810181,281,265
frisson,1.533058479,0.029304986,91,89
frith,1.077302334,0.083694644,134,84
fritz,1.398450132,0.039953043,207,99
frivolity,1.530887169,0.029451867,50,50
frivolous,1.654805193,0.022140876,211,197
fro,1.670096159,0.021374888,380,367
frock,1.404661644,0.039385681,200,178
frocks,1.314535254,0.048469077,79,74
frog,1.54099444,0.028774353,448,270
frogs,1.258859341,0.055098612,447,262
from,2.129197226,0.007426818,391903,82217
fromage,0.593159503,0.255176394,76,53
frome,1.019410937,0.095628879,305,105
fronds,1.169711219,0.067653268,97,86
front,1.78406271,0.016441343,19161,13318
frontage,1.185418561,0.065250139,128,105
frontages,0.704663389,0.19739521,82,45
frontal,1.580254341,0.02628728,186,152
fronted,1.431991625,0.036983531,268,236
frontier,1.457613225,0.034864768,858,626
frontiers,1.508376343,0.031018705,450,378
fronting,1.334692049,0.0462709,105,91
frontispiece,1.14869035,0.071008387,62,52
frontline,1.439036157,0.036388474,82,73
frontman,0.415415744,0.384223794,55,49
fronts,1.829196625,0.01481847,413,389
frost,1.516126862,0.030470048,935,706
frosted,1.269457069,0.053770358,117,110
frosts,1.045198676,0.090115879,111,101
frosty,1.546643428,0.0284025,191,187
froth,1.474487381,0.033536105,121,110
frothing,1.305693323,0.049465987,60,59
frothy,1.386305303,0.041086079,88,85
frown,1.285927573,0.051769316,485,447
frowned,1.262237367,0.054671707,1188,1100
frowning,1.295607404,0.050628213,421,400
frowns,1.006568279,0.098498977,72,70
froze,1.36458626,0.043193037,402,391
frozen,1.714996242,0.019275416,1778,1460
frs,0.835700068,0.145982209,310,163
frugal,1.659146072,0.021920675,69,68
fruit,1.507176004,0.031104555,3720,2364
fruitful,1.770605821,0.016958763,418,405
fruiting,0.662463903,0.217538483,69,52
fruition,1.922751752,0.011946708,159,155
fruitless,1.859972693,0.013804711,213,206
fruits,1.477027054,0.033340564,926,687
fruity,0.898778987,0.126246984,139,114
frustrate,1.851145376,0.014088171,127,123
frustrated,1.888630758,0.012923175,937,880
frustrating,1.776110416,0.016745171,546,528
frustration,1.794363933,0.016055952,1268,1177
frustrations,1.813140954,0.015376555,248,239
fry,1.246636245,0.056671376,1082,536
fryer,1.452736753,0.035258452,74,45
frying,1.023593255,0.094712379,335,250
fs,1.604825342,0.024841319,83,71
fsa,0.650727891,0.223497212,239,86
ft,1.423458001,0.037717422,4052,2099
ftse,0.521130958,0.301209761,536,482
fu,1.157192381,0.0696318,259,111
fuck,1.115040653,0.076728966,750,564
fucked,1.092555537,0.080806159,117,103
fuckin,0.918595972,0.120615752,66,52
fucking,1.087683604,0.081717749,910,577
fudge,1.661230833,0.021815701,122,108
fuel,1.491192564,0.032270629,4047,2210
fuelled,1.845620028,0.014268554,521,514
fuelling,1.699773291,0.019963041,120,114
fuels,1.06559256,0.08598198,561,409
fugitive,1.577854782,0.026432925,150,138
fugitives,1.109469943,0.077719511,64,57
fugue,0.444191253,0.359590945,77,47
fuji,1.269348255,0.053783832,97,64
fujimori,0.587999234,0.258226475,137,56
fujitsu,0.645564244,0.226170395,342,180
fulcrum,1.74447705,0.018010383,51,42
fulfil,2.007231725,0.009834862,1070,1005
fulfill,1.806180899,0.015624967,58,57
fulfilled,1.98223464,0.010417544,869,817
fulfilling,1.866822276,0.013588694,495,474
fulfilment,1.574993893,0.026607625,604,539
fulfils,1.944851336,0.011353994,148,148
fulham,1.430709084,0.037092911,357,266
full,2.062294835,0.008663735,29648,21643
fullback,0.493716583,0.320836239,109,73
fuller,1.957284887,0.011033546,651,595
fullest,1.81917524,0.015164384,232,222
fulling,0.381088843,0.415825537,86,49
fullness,1.406401533,0.039228208,212,177
fully,2.147301391,0.007123585,8414,7331
fulsome,1.497809265,0.031782696,50,50
fulton,1.309539129,0.049029885,97,70
fumble,1.335795366,0.046153499,80,78
fumbled,1.227726762,0.059193394,227,224
fumbling,1.332057108,0.046552487,150,147
fume,1.525779098,0.029800318,78,64
fumed,1.449571669,0.03551635,97,93
fumes,1.515372171,0.030523043,506,427
fuming,1.491612288,0.032239456,122,116
fun,1.613313947,0.024360492,4529,3566
funchal,0.493686122,0.320858743,201,40
function,1.904208239,0.012467856,7970,5123
functional,1.69138401,0.020352417,1928,1277
functionalism,0.927369548,0.118203532,140,77
functionalist,0.765365652,0.171646261,235,104
functionality,0.815653674,0.15287847,251,210
functionally,1.474304107,0.03355026,171,146
functionaries,1.186712282,0.065056054,83,64
functioned,1.619275553,0.024028378,152,143
functioning,1.796218521,0.015987534,910,795
functions,1.839562443,0.014468968,5001,3437
fund,1.73930821,0.018226018,5944,3748
fundamental,1.81336445,0.015368644,4222,3534
fundamentalism,1.212090235,0.06136345,144,87
fundamentalist,1.218843157,0.060416678,266,206
fundamentalists,1.300822091,0.050023942,156,126
fundamentally,1.776503178,0.016730034,805,775
fundamentals,1.756530109,0.01751741,161,142
funded,1.669473321,0.021405564,1642,1389
fundholders,0.406830611,0.391894699,171,50
fundholding,0.430785122,0.370864171,257,60
funding,1.63681992,0.023077039,3860,2423
fundraising,1.270337717,0.053661435,229,172
funds,1.759886177,0.017382563,5888,3814
funeral,1.556246696,0.027781347,1860,1187
funerals,1.373501085,0.042315445,273,197
funerary,0.872474828,0.134129768,98,76
fungal,1.032827544,0.092719794,127,92
fungi,1.146549472,0.071359291,274,178
fungus,1.238383181,0.057758621,288,179
funk,0.537264754,0.290225285,196,150
funky,0.704111197,0.197646352,129,107
funnel,1.503271961,0.031385427,148,110
funnier,1.155614607,0.069885229,51,48
funniest,1.271210706,0.053553677,103,93
funnily,1.268562053,0.053881285,67,66
funny,1.386899303,0.041029923,2605,2163
fur,1.494352312,0.032036694,1081,799
furby,0.403640584,0.394783885,204,196
furious,1.621404331,0.023910886,1211,1129
furiously,1.40684174,0.039188466,567,543
furlong,0.913857784,0.121938884,136,112
furlongs,0.608791034,0.246155172,102,72
furnace,1.386581294,0.041059977,246,189
furnaces,1.094394356,0.080464746,167,115
furness,1.43434768,0.036783438,154,104
furnish,1.72639189,0.018776218,207,191
furnished,1.258600912,0.055131408,896,699
furnishing,1.301692606,0.049923772,252,207
furnishings,1.330814979,0.046685823,394,355
furniture,1.465027421,0.034274615,3058,2149
furore,1.628305631,0.023533925,148,146
furrow,1.27624567,0.052936391,133,87
furrowed,1.287032181,0.05163781,86,85
furrows,1.325255988,0.047287245,99,77
furry,1.409324541,0.03896507,167,158
furs,1.396062826,0.040173269,145,129
further,2.190713182,0.006445948,33231,24008
furtherance,1.504587599,0.031290493,87,72
furthering,1.918794229,0.01205607,119,115
furthermore,1.97507553,0.010590695,2795,2490
furthest,1.755906713,0.017542573,229,216
furtive,1.476496474,0.033381322,140,134
furtively,1.387462664,0.040976734,70,70
fury,1.521135516,0.03012066,1034,908
fuse,1.592254939,0.025570844,347,273
fused,1.646508997,0.022567892,245,209
fuselage,0.481686833,0.329847477,261,180
fuses,1.49617237,0.031902714,95,77
fusiliers,0.935257649,0.116075978,62,48
fusing,1.515687747,0.030500872,73,65
fusion,1.316277835,0.048274987,1155,459
fuss,1.718271805,0.019130583,765,729
fussed,1.489751664,0.032377875,81,80
fussing,1.437703002,0.036500347,98,98
fussy,1.636825345,0.023076751,158,154
futile,1.760244738,0.017368218,336,325
futility,1.416372699,0.03833781,160,123
future,2.074725505,0.008419271,20368,14738
futures,0.982949877,0.104004019,1373,347
futuristic,1.386464098,0.041071059,113,105
fuzz,1.23780367,0.057835744,69,64
fuzzy,1.670329391,0.021363412,182,151
fw,0.743969503,0.180314436,65,52
fx,1.13925782,0.072567503,124,78
fyfe,1.226667072,0.059338003,82,57
ga,1.44743812,0.03569126,159,99
gable,1.09761991,0.079869339,223,162
gabled,0.829523602,0.148073178,64,63
gables,0.931284115,0.117142877,146,120
gabon,1.117549034,0.076287075,95,71
gabriel,1.085962658,0.082042208,1103,335
gabriels,0.622697747,0.238397806,107,74
gadget,1.505530025,0.031222665,74,67
gadgets,1.669411005,0.021408636,117,108
gael,0.888462884,0.129281718,105,62
gaelic,1.159363992,0.069284487,402,212
gag,1.514793414,0.030563746,162,136
gage,1.394729777,0.040296769,72,55
gagged,1.391584496,0.040589668,96,88
gags,0.962197003,0.109094535,84,70
gaidar,0.582471344,0.261534301,90,54
gaiety,1.32131857,0.047717912,123,114
gail,1.411292058,0.038788943,156,113
gaily,1.314716536,0.048448849,258,130
gain,2.056487108,0.008780372,4873,4006
gained,1.995769983,0.010097876,3455,3131
gaining,2.005905447,0.009864942,1177,1129
gains,1.697064856,0.020087928,2202,1505
gainsborough,1.367135165,0.042940276,121,100
gait,1.434576129,0.036764094,145,127
gaitskell,0.842886121,0.143586589,92,54
gal,1.486934452,0.032588588,199,110
gala,1.306355943,0.049390572,364,247
galactic,0.831512601,0.147396577,129,69
galapagos,0.787119867,0.163260128,97,51
galaxies,0.610718646,0.245065036,330,140
galaxy,1.027397392,0.093886383,547,318
galbraith,1.498557934,0.031727954,79,57
gale,1.468419456,0.034007957,423,348
galerie,0.423916817,0.376775958,177,93
gales,1.381690467,0.04152499,198,171
galicia,0.856150028,0.139267562,72,49
galilee,0.811706356,0.154274321,95,69
galileo,0.766645495,0.171141173,278,115
galileos,0.523134453,0.299823415,74,44
gall,1.092105601,0.080889919,1146,237
gallacher,0.762064384,0.172955994,145,64
gallagher,1.262779614,0.054603488,345,205
gallant,1.43582974,0.036658126,248,231
gallantry,1.412850234,0.038650024,84,69
galleon,1.335987442,0.046133091,53,47
galleries,0.939878427,0.114847507,1141,714
gallery,1.081428591,0.082903222,3909,1867
gallerys,0.39647888,0.401348015,183,132
galley,1.096656575,0.080046699,228,168
galleys,0.964270103,0.108575015,73,48
gallic,1.315291576,0.048384741,112,100
galling,1.694679744,0.020198553,65,63
gallon,1.296623737,0.050509871,346,266
gallons,1.295162383,0.050680118,417,300
gallop,1.105275165,0.078473827,225,190
galloped,1.017995853,0.095940979,135,118
galloping,1.315687712,0.048340628,180,173
gallops,0.842562988,0.143693463,50,43
galloway,1.293649289,0.050856997,288,193
gallows,1.344790102,0.045207438,88,82
gallup,1.147913404,0.071135534,195,143
galore,1.547108034,0.028372132,115,110
galvanised,1.058064561,0.087485371,148,123
galway,1.03736347,0.091756435,318,166
gambia,1.124330887,0.075105045,83,60
gambit,1.680152557,0.020885623,68,65
gamble,1.681675812,0.020812497,507,432
gambled,1.402488164,0.039583285,63,61
gambler,1.619983242,0.023989255,93,84
gamblers,1.679111072,0.020935769,83,72
gambling,1.646919172,0.022546588,441,347
game,1.370404525,0.042618236,13221,6670
gamekeeper,1.512046193,0.030757696,79,69
games,1.286770442,0.051668941,5823,3632
gaming,1.584027542,0.026059883,98,82
gamma,1.033651016,0.092544153,398,174
gamut,1.690608395,0.020388797,92,85
gandhi,0.963626558,0.108736022,499,183
gandhis,0.709546626,0.195188117,156,78
gang,1.456907928,0.034921434,1390,985
gangs,1.421449078,0.037892296,500,375
gangster,1.036230155,0.091996191,136,117
gangsters,1.29812984,0.05033501,102,95
gangway,1.301287024,0.049970417,93,77
gantry,1.333585273,0.04638897,72,45
gaol,1.278488402,0.052663728,248,180
gap,1.992634018,0.010171055,3188,2610
gape,1.271082081,0.05356954,61,52
gaped,1.183938019,0.065472961,132,130
gaping,1.326903336,0.047108217,261,239
gaps,1.868640998,0.013531907,957,835
garage,1.474953799,0.033500108,1499,1006
garages,1.475414171,0.033464615,279,204
garb,1.521272036,0.030111193,87,85
garbage,1.521063701,0.030125641,260,186
garbled,1.691847703,0.020330698,54,53
garc,0.742280903,0.181016889,113,73
garcia,1.351284102,0.044536481,148,104
garda,0.95692234,0.110427607,128,72
garde,1.049392123,0.089249928,410,298
garden,1.454101667,0.035147815,9673,5193
gardener,1.138794741,0.072644922,557,426
gardeners,0.888678556,0.129217533,647,443
gardening,1.110796315,0.077482511,857,598
gardens,1.385629057,0.041150105,3439,2194
gardiner,1.414222295,0.03852811,232,167
gardner,1.765187061,0.017171686,315,214
gare,0.866183823,0.136086855,68,42
garel,0.894558849,0.127479735,122,57
gareth,0.997055112,0.10068039,643,486
garfield,1.5028735,0.031414236,73,52
gargantuan,1.489472431,0.032398699,60,60
gargoyles,1.030372845,0.093245344,63,47
gargy,0.448581911,0.355973844,121,106
garish,1.466334552,0.034171611,120,117
garland,1.434890336,0.036737506,288,192
garlands,1.312832746,0.048659456,110,89
garlic,0.87592996,0.1330669,732,362
garment,1.140793442,0.072311365,619,369
garments,1.356248119,0.044030324,569,447
garner,1.45842825,0.0347994,153,115
garnet,1.216513581,0.060741627,82,56
garnett,1.369465072,0.042710527,69,47
garnish,0.342434381,0.454533209,203,103
garnished,0.829185364,0.148188546,79,76
garraway,0.445955523,0.358133113,58,58
garret,1.210644037,0.06156813,81,56
garrett,0.633233807,0.232683824,357,296
garrick,1.405234328,0.039333779,68,51
garrison,1.339988154,0.045710066,479,387
garrisons,1.006963644,0.098409348,117,107
garry,1.074512179,0.084234077,434,227
garter,1.159927032,0.069194722,158,90
garth,1.309129838,0.049076114,156,125
garvey,0.838992449,0.144879704,263,75
gary,1.113509878,0.076999893,1923,1346
garys,1.361595374,0.043491524,61,45
gas,1.505740029,0.031207571,7026,3413
gascoigne,0.688426039,0.2049151,275,163
gascon,0.496647742,0.318678128,107,44
gascony,0.478259752,0.332460649,154,86
gaseous,1.160368258,0.069124459,114,86
gases,1.120738268,0.075728915,834,512
gash,1.332605601,0.046493731,123,112
gaskell,1.366778416,0.042975564,72,44
gasoline,1.440997084,0.036224543,62,53
gasp,1.245875948,0.056770674,376,368
gasped,1.212213184,0.06134608,667,623
gasping,1.203487033,0.062591155,297,288
gasps,1.466192187,0.034182814,125,124
gassed,1.583802254,0.026073405,53,51
gaston,0.999183606,0.100188158,132,65
gastric,1.016613092,0.096246935,2080,369
gastrin,0.689330975,0.204488564,594,77
gastritis,0.726590142,0.187676484,331,100
gastro,0.822654764,0.150433734,132,76
gastrointestinal,0.97993106,0.104729478,523,248
gastronomic,1.086094537,0.082017299,52,50
gate,1.562374711,0.027392098,3214,2194
gatehouse,1.098277871,0.079748428,144,106
gatekeeper,1.440391293,0.036275107,59,41
gates,1.651569574,0.022306448,1931,1417
gateshead,1.033483016,0.092579959,420,288
gateway,1.517156962,0.030397862,551,446
gateways,1.334029162,0.04634158,118,95
gather,1.847027679,0.014222381,1333,1253
gathered,1.826177739,0.014921836,2468,2315
gatherer,1.177403679,0.066465507,53,42
gatherers,1.385727467,0.041140781,69,56
gathering,1.891698527,0.01283221,1842,1687
gatherings,1.718898211,0.019103009,222,202
gathers,1.591093929,0.025639295,158,154
gatt,1.010824051,0.097538472,555,282
gatting,0.282291539,0.522045625,120,80
gatwick,1.124758265,0.075031173,288,191
gauche,1.405144212,0.039341941,80,76
gaudy,1.511414811,0.030802445,149,139
gauge,1.45697158,0.034916316,864,593
gauged,1.873411314,0.013384085,102,98
gauges,1.176944463,0.066535824,109,80
gauguin,0.676062238,0.210832599,75,51
gaul,0.586798157,0.258941609,181,101
gaulle,0.517103334,0.304016158,725,169
gaulles,0.362662849,0.433847551,259,99
gaullist,0.561810895,0.27427682,137,88
gaunt,1.425867511,0.037508741,307,238
gauntlet,1.657660531,0.021995785,135,129
gaussian,0.766358476,0.171254316,91,50
gauze,1.442748588,0.036078744,100,84
gav,0.282031105,0.522358776,148,85
gave,1.837499754,0.014537852,19929,15613
gavin,1.251173535,0.056082384,561,403
gawd,0.954396436,0.111071737,56,47
gay,1.206236964,0.062196083,1728,754
gays,0.907803709,0.123650618,201,123
gaza,0.468731266,0.339835492,303,154
gaze,1.256341436,0.055418985,2145,1766
gazed,1.321244175,0.047726087,1001,911
gazelle,1.275698536,0.053003124,83,56
gazes,1.14191086,0.07212555,75,70
gazette,1.60813627,0.024652657,277,241
gazing,1.417735079,0.038217733,815,762
gazza,0.749928925,0.177857046,294,121
gb,0.85211573,0.140567289,517,283
gc,1.223425408,0.059782572,207,93
gcc,0.642274334,0.227890209,189,72
gce,0.881166616,0.131472035,176,102
gchq,1.066701499,0.085762711,96,49
gcse,1.073633766,0.084404623,451,257
gdansk,1.127554758,0.074549587,54,42
gdp,0.984641155,0.103599783,943,549
gdr,0.698545922,0.200195392,190,86
ge,1.508069403,0.031040635,254,160
gear,1.474796269,0.033512261,1750,1376
gearbox,0.541636291,0.287318578,249,141
geared,1.971573939,0.01067643,546,508
gearing,1.284202412,0.05197537,306,243
gears,1.291110237,0.051155197,216,186
gec,1.255147429,0.055571558,240,141
geddes,1.474176469,0.033560122,72,53
gedge,0.499398533,0.316666023,403,80
gee,1.626762285,0.023617706,198,173
geese,1.184890109,0.065329584,361,224
geezer,0.965785145,0.108196909,69,58
gel,1.197398066,0.063474887,685,364
gelding,0.636154912,0.231124023,118,96
geldof,0.802412417,0.157611384,71,52
gels,1.073496866,0.084431234,141,103
gem,1.562378773,0.027391841,311,250
gemini,1.160702868,0.069071221,160,111
gemma,1.209399651,0.061744794,191,74
gems,1.510382431,0.030875754,254,217
gen,1.0409708,0.090997445,2223,978
gender,1.221587014,0.060036171,2009,998
gendered,0.708394199,0.195706748,72,55
gene,1.044167983,0.090330001,2136,702
genealogical,1.069301675,0.085250773,73,64
genealogy,1.185083188,0.065300546,85,65
genera,0.708511082,0.195654084,185,120
general,2.099624005,0.007950162,37526,22377
generalisation,1.670053534,0.021376986,149,126
generalisations,1.588860678,0.025771478,158,144
generalise,1.70070996,0.019920032,106,98
generalised,1.815590885,0.015290057,253,232
generalist,1.285725911,0.05179336,116,81
generality,1.473471955,0.033614608,280,221
generalization,1.304102854,0.049647473,257,148
generalizations,1.358000589,0.04385301,178,145
generalize,1.535905219,0.029113524,119,103
generalized,1.631870237,0.023341554,337,291
generally,2.073127915,0.008450299,10640,8777
generals,1.464430159,0.034321783,722,595
generate,1.915335333,0.012152473,1850,1620
generated,1.983615853,0.010384465,2518,2142
generates,1.811907855,0.015420276,491,455
generating,1.71660984,0.019203932,1019,887
generation,1.826934299,0.014895864,4779,3540
generational,1.256059536,0.055454969,97,81
generations,1.689642835,0.020434178,2013,1730
generative,0.975430369,0.105820457,141,80
generator,1.498742459,0.031714476,393,300
generators,1.273051119,0.053327212,289,208
generic,1.641492144,0.022830102,595,415
generosity,1.67037628,0.021361105,573,536
generous,1.854565951,0.013977646,2134,1978
generously,1.73858769,0.018256281,420,398
genes,0.881742789,0.131297728,1937,593
genesis,1.274409373,0.053160692,555,362
genetic,1.229101722,0.059006286,1769,898
genetically,1.19741206,0.063472841,358,274
genetics,1.095981985,0.080171132,281,196
geneva,1.634875917,0.023180569,973,707
genial,1.475119903,0.033487297,153,151
genie,1.550731135,0.028136422,53,45
genital,0.930716557,0.117296065,216,130
genitalia,0.891332353,0.128430344,79,59
genitals,1.131409886,0.073890757,112,96
genius,1.462089302,0.034507278,1012,884
genoa,1.23989519,0.057557883,173,119
genocide,1.362575324,0.0433935,123,102
genoese,0.785934663,0.163706279,88,49
genome,0.77223908,0.16895106,198,110
genomic,0.600033029,0.251169541,144,72
genre,1.070273097,0.085060299,585,440
genres,0.869254119,0.135128166,175,118
genscher,0.693841518,0.202375755,117,86
gent,1.512674585,0.030713225,96,84
genteel,1.487963175,0.032511486,162,155
gentile,0.84142108,0.14407178,104,65
gentiles,0.5595801,0.275689293,84,43
gentility,1.417787396,0.038213129,63,59
gentle,1.643771446,0.022710597,2640,2271
gentleman,1.135605866,0.073180291,4131,1953
gentlemanly,1.549119007,0.02824106,90,89
gentlemans,0.857948994,0.138691871,543,450
gentlemen,1.43131106,0.037041532,1030,795
gentlemens,1.581573997,0.026207525,63,61
gentleness,1.308901525,0.04910192,195,178
gentler,1.651814086,0.022293893,165,162
gently,1.542323963,0.028686399,3616,3014
gentry,1.125969853,0.074822144,612,426
gents,1.375370716,0.042133669,125,114
genuine,1.943197778,0.011397306,3083,2723
genuinely,1.834724377,0.014631054,1269,1212
genus,0.928883899,0.117792083,354,233
geo,1.509655355,0.030927488,64,53
geochemical,0.432235202,0.369627945,135,67
geoff,1.332310295,0.046525356,843,635
geoffrey,1.614545639,0.024291502,1281,862
geographer,0.828771917,0.148329688,64,54
geographers,0.884003581,0.130616012,212,114
geographic,1.624344195,0.023749573,280,228
geographical,1.675992839,0.021086629,1529,1198
geographically,1.719212113,0.019089207,324,310
geography,1.4738785,0.033583155,1500,804
geological,0.972811734,0.106460442,968,525
geologically,0.666712072,0.215420946,50,47
geologist,0.990929928,0.102110422,163,124
geologists,0.826106269,0.149242918,240,154
geology,0.982611136,0.104085172,700,350
geometric,1.213315989,0.061190501,582,307
geometrical,1.237810678,0.057834811,182,161
geometry,1.224385097,0.059650612,430,294
geomorphology,0.448555025,0.355995883,170,51
geophysical,0.698103422,0.200399474,171,97
geophysics,0.651321229,0.223192076,96,51
geordie,1.34711503,0.044966074,113,92
georg,1.140282753,0.072396446,207,113
george,1.654215209,0.022170975,9347,5503
georges,1.519279469,0.030249662,906,715
georgi,1.016893935,0.096184716,61,45
georgia,1.408790312,0.039013031,684,443
georgian,1.253801032,0.055744108,779,467
georgians,1.116424289,0.076484901,57,47
georgie,1.233168414,0.058456335,57,43
georgina,1.216057368,0.060805468,282,142
geothermal,0.798592535,0.159003786,128,71
ger,1.230746251,0.058783271,94,65
gerald,1.638085185,0.023009904,711,504
geraldine,1.40736536,0.039141245,155,99
geranium,0.804932248,0.156699551,98,69
geraniums,0.928389573,0.117926233,117,97
gerard,1.524947641,0.029857426,397,285
gerhard,0.98842456,0.102701181,119,107
geriatric,1.172474684,0.06722415,192,148
germ,1.478651536,0.033216087,188,142
germain,1.040751245,0.09104346,90,67
german,1.458584227,0.034786904,10783,5265
germanic,1.131443683,0.073885007,160,124
germans,1.083955237,0.082422306,2269,1348
germany,1.533345057,0.029285655,8845,5004
germanys,1.003926669,0.099099926,883,627
germinate,0.802809554,0.157467323,75,58
germination,0.763009348,0.172580074,77,58
germs,1.337584385,0.045963767,120,89
gerrard,1.447380973,0.035695957,103,58
gerry,1.246416372,0.056700074,693,488
gerstner,0.455467537,0.350374477,103,46
gertrude,1.212795788,0.06126384,128,102
ges,1.146508847,0.071365967,69,45
gestapo,1.084772103,0.082267424,93,80
gestation,1.236614739,0.057994293,211,134
gesture,1.650313932,0.022371035,1837,1643
gestured,1.255291199,0.055553164,378,358
gestures,1.584351736,0.026040437,590,506
gesturing,1.408049411,0.039079643,103,103
get,1.824299715,0.014986502,58835,31276
getaway,1.190234737,0.064530535,118,101
gets,1.719578308,0.019073118,5368,4697
gettin,0.792517305,0.161243678,97,78
getting,1.768331462,0.017047808,13745,11178
getty,0.563662684,0.27310982,183,88
gh,1.240110201,0.057529394,213,73
ghali,0.795809164,0.160026105,110,77
ghana,1.223620049,0.059755784,312,195
ghastly,1.545534169,0.028475138,372,358
