Word,SemD,cosMean,WordCount,nContexts
censorship,1.277033571,0.05284044,690,360
censure,1.635157623,0.023165537,169,150
censured,1.711061241,0.019450858,61,55
census,1.305276651,0.049513468,978,527
censuses,1.131804018,0.07382373,151,118
cent,1.746331466,0.017933644,37096,11366
centenary,1.381948872,0.04150029,443,340
center,1.443031752,0.036055228,483,364
centers,1.377917049,0.041887356,51,48
centigrade,1.254249855,0.055686529,88,73
centimetre,1.426620096,0.037443799,119,108
centimetres,1.359148297,0.043737273,327,252
central,2.019227204,0.009566934,18117,11947
centralisation,1.326392886,0.047163618,184,131
centralised,1.596654214,0.025313126,413,343
centralism,1.088018116,0.081654831,54,47
centrality,1.28713148,0.051626005,170,157
centralization,1.100687806,0.079307123,159,131
centralized,1.329085949,0.046872061,349,298
centrally,1.7790428,0.016632487,647,564
centre,1.942187399,0.011423853,21630,13333
centred,1.98211564,0.010420399,1803,1513
centrepiece,1.652215314,0.022273306,181,176
centres,1.822232979,0.015057991,5269,3455
centrifugal,1.470302948,0.033860787,74,55
centrifugation,0.802653617,0.157523874,72,59
centrifuged,0.81341062,0.153670102,89,59
centring,1.798654998,0.015898092,109,102
centrist,1.049247373,0.08927968,119,108
cents,1.425654677,0.037527128,250,180
centuries,1.456691799,0.034938817,3445,2796
century,1.599587661,0.025142725,23401,11453
centurys,1.43335892,0.036867279,91,91
ceo,0.950870581,0.111977152,88,64
ceramic,1.246442456,0.056696669,366,264
ceramics,1.086178023,0.082001534,347,244
cereal,1.244418376,0.056961527,430,321
cereals,1.038321187,0.091554314,389,282
cerebral,1.281953307,0.052245236,466,327
ceremonial,1.518058078,0.030334855,425,372
ceremonies,1.561014068,0.027478051,390,333
ceremony,1.667669593,0.021494651,1635,1295
cert,0.856914608,0.139022595,200,63
certain,2.066866007,0.008573023,19589,14998
certainly,1.950633234,0.011203837,14698,12467
certainties,1.570206033,0.026902582,142,132
certainty,1.797975043,0.015923002,1262,1062
certificate,1.565374512,0.027203544,2657,1354
certificated,0.966358515,0.108054158,64,45
certificates,1.64780211,0.022500796,795,582
certification,1.307782941,0.049228552,340,230
certified,1.686444944,0.020585198,337,268
certify,1.516730705,0.030427712,120,102
certiorari,0.367287937,0.429251739,84,42
cervical,1.149648107,0.070851964,300,132
cervix,0.804655789,0.156799333,97,55
cessation,1.805137759,0.015662542,228,203
cessna,0.531855467,0.293862747,117,75
cest,1.192326098,0.064220532,87,71
cetaceans,0.283004666,0.521189112,115,49
cetera,1.172370277,0.067240312,58,42
ceylon,1.228355057,0.05910782,106,83
cf,1.554979749,0.027862511,763,501
cfa,0.562236515,0.274008153,162,56
cfc,0.666294999,0.215627924,165,90
cfcs,0.563930825,0.272941249,342,130
cfe,0.524762549,0.298701532,124,44
cgt,1.008976859,0.097954218,129,70
ch,1.621986811,0.023878838,1808,1032
cha,1.202212548,0.062775106,109,58
chad,1.164469684,0.068474728,184,115
chadwick,1.542419116,0.028680115,163,103
chaff,1.367068723,0.042946846,74,65
chagall,0.860545024,0.137865302,67,52
chagrin,1.599460363,0.025150095,121,118
chain,1.828923401,0.014827796,3597,2342
chained,1.446717461,0.035750534,231,208
chains,1.654709807,0.02214574,1225,876
chainsaw,1.097929066,0.079812504,93,74
chair,1.575588636,0.026571212,6432,4557
chaired,1.639063644,0.022958122,701,639
chairing,1.497027801,0.031839937,86,80
chairman,1.613861717,0.024329786,9509,6043
chairmans,1.397380742,0.040051544,235,201
chairmanship,1.539333975,0.028884578,356,326
chairmen,1.338021619,0.045917515,459,315
chairperson,1.146987097,0.071287421,150,121
chairs,1.465488099,0.034238277,1719,1401
chairwoman,1.293193212,0.050910433,69,66
chaise,1.315534025,0.048357738,73,64
chalet,1.104887679,0.078543875,128,97
chalets,1.123859878,0.075186544,101,68
chalice,1.3916086,0.040587416,103,69
chalk,1.532020215,0.029375129,884,567
chalked,1.490002589,0.032359173,79,78
chalker,1.038236714,0.091572124,113,59
chalky,1.282247723,0.05220983,85,78
challenge,1.836232067,0.014580349,6327,5010
challenged,1.931409566,0.011710904,1498,1406
challenger,1.238540036,0.057737764,315,267
challengers,1.108871253,0.077826723,159,138
challenges,1.879002146,0.013212891,1154,1047
challenging,1.88008047,0.013180125,1149,1075
chalmers,1.056987611,0.087702584,171,104
chamber,1.676324989,0.021070508,2762,1858
chamberlain,1.19462939,0.063880839,656,393
chamberlains,1.075850486,0.083974904,133,102
chambers,1.781119672,0.016553138,1110,781
chameleon,1.53616078,0.029096397,96,68
chamonix,0.549687113,0.282041417,62,41
chamorro,0.645470387,0.226219279,87,44
champ,1.01020093,0.09767852,192,142
champagne,1.424147535,0.037657585,1655,979
champion,1.000285895,0.099934192,3174,1964
championed,1.546808893,0.028391681,100,98
champions,0.91065017,0.122842835,1479,1091
championship,0.857245004,0.138916872,3292,1878
championships,0.828208965,0.148522084,1463,921
champs,1.314941564,0.048423752,107,94
chan,1.259174693,0.055058618,155,79
chance,1.845459881,0.014273817,11439,9257
chanced,1.484698537,0.0327568,85,83
chancel,0.631111103,0.233823899,146,104
chancellor,1.350543866,0.044612456,3108,1901
chancellors,1.232124894,0.058596963,542,397
chancery,1.241273326,0.057375525,358,245
chances,1.654634124,0.022149599,2728,2357
chandelier,1.177959704,0.066380466,78,67
chandeliers,1.215325363,0.060908042,117,110
chandler,1.468094265,0.034033431,248,141
chandlers,1.488392189,0.032479386,57,52
chandos,0.586833945,0.258920272,68,49
chandra,0.742326773,0.180997771,84,55
chanel,1.132699591,0.073671652,102,69
chang,0.999191473,0.100186344,243,107
change,2.078410811,0.00834813,28156,18116
changeable,1.798789005,0.015893187,68,66
changed,2.009034236,0.009794128,9633,8277
changeover,1.815389073,0.015297164,93,86
changes,2.03739918,0.009174889,17933,11420
changing,2.019632095,0.009558019,5804,5019
channel,1.666114667,0.021571748,4148,2610
channelled,1.938755275,0.01151449,310,305
channelling,1.710402874,0.019480367,101,100
channels,1.648308792,0.02247456,1635,1193
channon,1.188857162,0.064735549,55,46
chant,1.450992425,0.035400352,362,243
chanted,1.509886208,0.030911052,148,141
chanting,1.520558827,0.030160683,268,241
chantry,0.918367781,0.120679143,63,44
chants,1.303056121,0.049767277,152,112
chaos,1.714947808,0.019277566,1504,1164
chaotic,1.807409875,0.015580813,429,358
chap,1.374154847,0.042251794,914,770
chapel,1.264869491,0.054341361,1934,1152
chapels,0.919244479,0.120435778,276,207
chaplain,1.126850154,0.074670635,407,299
chaplains,1.046174544,0.089913614,118,74
chaplin,1.131725689,0.073837046,215,127
chapman,1.341994844,0.045499346,952,430
chapmans,0.827256662,0.148848115,160,79
chapple,0.881675963,0.131317933,59,40
chaps,1.345992135,0.045082487,323,285
chapter,1.936852286,0.011565055,13833,8607
chapters,1.65856054,0.021950249,1902,1462
char,1.385762963,0.041137419,118,78
character,1.775090925,0.016784526,7892,5733
characterisation,1.57541166,0.026582042,219,194
characterise,1.810087746,0.015485037,254,235
characterised,1.911732457,0.012253708,925,834
characterises,1.701347403,0.019890816,125,124
characterising,1.659273703,0.021914234,56,56
characteristic,1.772420108,0.016888065,2946,2466
characteristically,1.659366588,0.021909548,398,386
characteristics,1.842593794,0.014368327,3608,2818
characterization,1.367076026,0.042946124,168,142
characterize,1.60004891,0.025116036,214,204
characterized,1.686666932,0.020574679,879,791
characterizes,1.431989592,0.036983704,114,110
characters,1.356801479,0.043974258,3685,2145
charade,1.528712585,0.029599707,133,129
charcoal,1.510254883,0.030884823,527,355
chardonnay,0.455881095,0.350040992,145,54
charge,1.936186283,0.011582804,10755,7175
chargeable,1.006055869,0.098615262,227,125
charged,1.770744701,0.016953341,4460,3458
charger,1.355231665,0.044133496,93,69
charges,1.716475937,0.019209854,5772,3587
charging,1.828577509,0.01483961,829,679
charing,1.435222427,0.036709424,204,173
chariot,1.147860593,0.071144185,217,136
chariots,1.010365485,0.097641516,101,70
charisma,1.569647402,0.026937209,220,203
charismatic,1.572315541,0.026772225,307,269
charitable,1.691583315,0.020343079,639,533
charities,1.541014189,0.028773044,833,540
charity,1.625844201,0.023667686,3317,2071
charitys,1.115157913,0.076708252,103,84
charlatans,0.679838038,0.209007544,94,58
charlemagne,0.551507025,0.280861994,224,109
charlemagnes,0.377216053,0.419550214,74,47
charles,1.314806145,0.048438853,8228,3942
charless,0.555594671,0.27823088,498,267
charley,0.894820343,0.127403001,138,53
charlie,1.149670625,0.07084829,2115,805
charlies,0.902433073,0.125189218,213,151
charlotte,1.490842452,0.032296655,1058,466
charlottes,1.136844235,0.072971919,97,69
charlton,0.948113791,0.112690215,571,338
charltons,0.664212849,0.216664196,80,59
charm,1.564132306,0.027281465,1313,1192
charmed,1.531242059,0.02942781,179,168
charmer,1.38280719,0.041418352,61,48
charming,1.508901355,0.030981229,1284,1159
charmingly,1.550865614,0.028127711,89,87
charms,1.553933867,0.027929691,234,222
charolais,0.378193434,0.418607077,101,41
charred,1.308272195,0.049173125,175,157
chart,1.651741993,0.022297594,1649,1075
charted,1.773704522,0.016838193,130,125
charter,1.706471976,0.019657488,2199,1333
chartered,1.427084813,0.037403754,847,621
charterhouse,1.278456815,0.052667558,64,60
charters,1.154037121,0.070139534,340,219
charting,1.66427041,0.021663548,126,114
charts,1.434243134,0.036792294,1109,810
chas,1.4276661,0.037353724,77,42
chase,1.528852382,0.029590181,1317,1038
chased,1.60433968,0.024869114,540,508
chaser,0.957065288,0.110391265,99,81
chasers,0.788597342,0.162705659,54,50
chases,1.378189826,0.041861055,154,136
chasing,1.587123518,0.025874769,797,751
chasm,1.474663067,0.033522541,131,120
chassis,0.888868264,0.1291611,291,196
chaste,1.419486927,0.038063882,100,93
chastened,1.51429324,0.030598967,78,77
chastity,1.071894735,0.084743279,120,102
chat,1.59892509,0.025181112,1092,986
chateau,1.201260216,0.062912912,245,147
chatham,1.45218185,0.035303531,119,90
chats,1.67698849,0.021038342,103,93
chatted,1.476880485,0.033351818,256,248
chattel,1.024785604,0.094452704,57,41
chattels,1.132300614,0.073739364,90,70
chatter,1.54394651,0.028579425,320,301
chattered,1.208281674,0.061903945,93,90
chattering,1.389681556,0.04076791,281,272
chatterton,0.88994343,0.128841737,146,56
chatting,1.532983724,0.029310031,481,460
chatto,0.886734622,0.129797216,70,55
chatty,1.533153352,0.029298585,69,68
chaucer,0.969338944,0.107315155,133,88
chauffeur,1.431924983,0.036989207,267,215
chauvinism,1.496785464,0.031857709,84,76
chauvinist,1.620232791,0.023975474,64,61
che,1.426428127,0.037460354,213,147
cheap,1.80558374,0.015646466,3147,2732
cheaper,1.753201331,0.017652193,1795,1571
cheapest,1.643513425,0.022724094,438,389
cheaply,1.812083986,0.015414023,406,384
cheapness,1.618593171,0.024066162,71,68
cheapside,0.763922985,0.172217395,94,74
cheat,1.740867181,0.01816071,338,294
cheated,1.717967518,0.019143991,256,240
cheating,1.677376943,0.021019533,322,270
cheats,1.365323974,0.043119729,85,77
check,1.81759131,0.015219791,6306,4605
checked,1.686684003,0.02057387,2239,1933
checker,1.003920472,0.09910134,60,47
checking,1.756767038,0.017507856,1507,1363
checklist,1.511300008,0.030810588,329,242
checklists,1.296421632,0.050533382,67,50
checkout,1.121268203,0.075636565,72,51
checkpoint,1.144627674,0.071675763,101,72
checkpoints,1.226243003,0.059395972,66,61
checks,1.823309465,0.015020713,1087,893
cheddar,0.874692996,0.133446444,137,96
cheek,1.355487428,0.044107513,1701,1501
cheekbone,1.186124529,0.065144157,95,83
cheekbones,0.997640654,0.100544738,173,170
cheeked,1.376834871,0.041991862,78,74
cheeks,1.250877588,0.056120614,1429,1280
cheeky,1.464876335,0.03428654,202,193
cheer,1.671571306,0.021302408,705,666
cheered,1.576117358,0.026538883,409,387
cheerful,1.639723378,0.022923273,1042,979
cheerfully,1.546951775,0.028382342,535,527
cheerfulness,1.547427003,0.028351301,116,109
cheerily,1.350745281,0.044591771,62,62
cheering,1.608150743,0.024651835,322,303
cheers,1.520373135,0.030173582,524,460
cheery,1.544596605,0.028536677,173,168
cheese,1.287998575,0.051523033,2116,1203
cheeses,0.964117297,0.108613223,375,175
cheetah,1.006587161,0.098494695,64,41
chef,1.269687408,0.053741847,563,378
chefs,0.992025446,0.101853171,237,147
chelmsford,1.266183042,0.05417725,416,238
chelsea,1.198469068,0.063318546,1356,798
chelseas,0.508954838,0.309774142,74,66
cheltenham,0.922295539,0.119592642,1429,746
chem,0.886687538,0.129811289,95,55
chemical,1.432184324,0.036967125,4312,2350
chemically,1.268909433,0.053838204,231,203
chemicals,1.346346837,0.045045682,2072,1240
chemist,1.280277335,0.052447243,487,382
chemistry,1.217964983,0.060538968,1806,931
chemists,1.273308498,0.053295618,578,407
chemotherapy,1.035364055,0.092179839,249,138
chen,1.033478457,0.092580931,294,124
cheney,1.120110296,0.075838495,128,81
chepstow,1.012344893,0.097197503,130,92
cheque,1.521624251,0.030086783,1660,1045
chequered,1.64997662,0.022388417,120,116
chequers,0.936965581,0.115620387,73,54
cheques,1.41218846,0.038708963,814,525
cher,1.271473696,0.053521257,104,76
cherbourg,1.026508743,0.094078689,71,47
cherish,1.549748273,0.02820017,136,134
cherished,1.68612346,0.020600442,310,303
chernobyl,0.785908514,0.163716136,349,175
cherries,1.0832595,0.082554452,186,128
cherry,1.540650101,0.028797176,777,549
chertsey,1.220777997,0.060148112,66,50
cherwell,1.077961656,0.08356768,108,73
cheryl,1.209807924,0.061686776,198,82
cheshire,1.495331371,0.031964553,988,739
cheshires,0.907203403,0.123821653,77,53
chess,1.637878528,0.023020856,613,352
chest,1.44276439,0.036077431,3306,2553
chested,1.517368516,0.030383058,68,65
chester,1.453377172,0.035206498,964,655
chesterfield,1.429578585,0.037189592,241,163
chesters,1.065609926,0.085978542,131,79
chesterton,1.214934242,0.06096292,85,59
chestnut,1.484812169,0.03274823,441,361
chestnuts,1.363647501,0.043286503,123,106
chests,1.415380389,0.038425507,176,160
chevalier,1.162790817,0.068739945,56,48
chevron,1.348042311,0.044870167,75,48
chew,1.530627811,0.029469461,247,208
chewed,1.442301,0.036115946,301,280
chewing,1.524286466,0.029902916,406,358
chez,1.243619564,0.057066395,52,46
chi,1.12422972,0.075122543,356,200
chiang,0.956811193,0.110455872,117,58
chianti,1.016808981,0.096203532,62,41
chic,1.281314441,0.052322147,312,275
chicago,1.523828717,0.02993445,1023,701
chichester,1.218953481,0.060401332,382,226
chick,1.244102017,0.057003035,282,191
chicken,1.461907678,0.034521712,1575,1051
chickens,1.49962313,0.03165023,425,352
chicks,0.996565279,0.100794009,324,185
chico,0.73277943,0.185020807,104,41
chided,1.309166655,0.049071953,96,94
chief,1.803560477,0.015719529,10722,7465
chiefly,1.783247734,0.016472225,702,666
chiefs,1.404703708,0.039381866,977,778
chieftain,1.234280375,0.058306856,95,78
chieftains,1.330261559,0.046745353,71,63
chiffon,1.097397602,0.079910233,95,69
child,1.563526805,0.027319528,20132,9094
childbearing,0.735758381,0.183756038,240,113
childbirth,1.175302946,0.066787787,334,269
childcare,1.077572133,0.083642666,273,159
childhood,1.493886799,0.032071052,2617,1973
childish,1.511467012,0.030798743,419,398
childless,1.293605861,0.050862083,210,161
childlike,1.555168576,0.027850399,124,119
children,1.66437855,0.021658155,37027,14545
childrens,1.476422617,0.033386999,4129,2749
childs,1.21378982,0.061123777,2579,1592
chile,1.305502542,0.049487721,525,370
chilean,1.322881558,0.047546488,232,156
chill,1.410351636,0.038873027,782,693
chilled,1.370603516,0.042598714,328,290
chilli,0.723494728,0.189018918,177,114
chilling,1.676152445,0.021078881,356,328
chilly,1.489634207,0.032386632,284,264
chiltern,1.247419428,0.05656927,90,75
chilton,1.232085358,0.058602297,67,43
chime,1.295876722,0.050596826,55,47
chimed,1.429843536,0.037166911,86,83
chimes,1.550887996,0.028126261,97,85
chimney,1.317392313,0.048151263,620,480
chimneys,1.340795694,0.04562515,265,240
chimp,1.22077352,0.060148733,62,46
chimpanzee,0.871369625,0.134471539,159,82
chimpanzees,0.784959792,0.164074167,204,89
chimps,0.910928504,0.122764132,115,49
chin,1.331723547,0.046588256,1470,1307
china,1.478484924,0.033228832,4853,2471
chinas,0.857526522,0.138826853,548,286
chinatown,1.208447978,0.061880245,58,46
chinese,1.41802127,0.038192556,3912,1938
ching,1.134941649,0.0732923,51,40
chink,1.402818641,0.039553176,91,89
chins,1.449490823,0.035522962,74,72
chintz,1.19812691,0.063368451,71,65
chip,1.200362662,0.063043068,1784,1082
chipboard,0.824911992,0.149653889,65,50
chipped,1.44986809,0.035492117,286,276
chippenham,1.402578301,0.039575071,56,46
chipping,1.44901845,0.035561621,204,145
chips,1.386867857,0.041032893,1425,965
chirac,0.942326472,0.114201952,85,51
chirpy,1.321228574,0.047727801,62,57
chisel,1.006414241,0.09853392,171,127
chiselled,1.312041475,0.048748193,66,66
chisholm,1.332113566,0.046546436,71,59
chiswick,1.137981405,0.072781097,258,95
chit,1.472081003,0.033722441,93,80
chivalry,1.279634753,0.052524902,138,118
chives,0.433736123,0.368352717,76,49
chloride,1.134114858,0.073431964,323,191
chlorinated,0.816834387,0.152463404,63,46
chlorine,1.037816511,0.091660767,334,188
chlorofluorocarbons,0.447380247,0.356960164,91,77
chloroform,1.282561685,0.0521721,141,87
chlorophyll,0.835279722,0.146123571,70,44
cho,0.990441831,0.102225247,79,43
choc,1.288675666,0.051442769,56,49
chocolate,1.411013198,0.038813857,1572,903
chocolates,1.42778883,0.037343169,227,192
choice,2.018086105,0.009592104,10984,8179
choices,1.807435647,0.015579889,1619,1238
choir,1.074889924,0.084160843,830,514
choirs,0.759136504,0.174125949,218,138
choke,1.631953525,0.023337078,207,183
choked,1.402552229,0.039577447,412,402
choking,1.447787659,0.035662546,314,292
cholecystectomy,0.632941344,0.232840571,134,43
cholera,1.283165762,0.052099582,357,150
cholesterol,0.937404917,0.115503484,755,200
chomsky,0.662648961,0.217445808,113,67
choose,1.881931842,0.013124059,6015,4840
chooses,1.803253262,0.015730653,554,510
choosing,1.878414647,0.013230777,1710,1538
chop,1.432770122,0.036917296,441,357
chopin,0.620732874,0.239478829,97,63
chopped,0.959129307,0.109867867,972,459
chopper,1.304740538,0.049574628,106,73
chopping,1.626538906,0.023629857,214,187
choppy,1.114148213,0.0768868,83,81
chops,1.390080365,0.04073049,162,130
choral,0.682550843,0.207706055,290,197
chord,1.046496229,0.089847039,565,302
chords,0.749356295,0.178091711,444,246
chore,1.708967882,0.01954484,127,121
choreographed,1.126366175,0.074753895,74,52
choreographer,0.533626925,0.292666541,159,94
choreographers,0.274840021,0.53108004,173,70
choreography,0.583332558,0.261016188,96,83
chores,1.511785257,0.030776182,249,235
chorley,1.287473759,0.051585333,126,85
chorus,1.338456945,0.045871512,908,667
choruses,0.744682202,0.180018773,78,71
chose,1.907088167,0.012385451,2546,2351
chosen,2.046783755,0.008978758,5580,4861
chris,1.444717127,0.035915579,3584,2453
chriss,1.423055709,0.037752376,65,54
chrissie,0.950989244,0.111946561,175,70
chrissy,0.780167233,0.165894797,62,41
christ,1.206878194,0.062104319,3286,1895
christchurch,1.283087256,0.052109001,139,111
christendom,0.93437115,0.116313159,147,126
christened,1.602112171,0.024996996,192,186
christening,1.453982385,0.03515747,86,74
christi,0.98553654,0.103386411,81,67
christian,1.364853021,0.043166514,6477,3420
christianity,1.062085897,0.086679042,1694,1050
christians,0.987169333,0.102998445,1550,917
christie,1.415321113,0.038430752,589,334
